"coef","t","n","value"
"a",28,"vnm",195.744042015641
"a",28,"zaf",59.3761879588229
"a",29,"arg",379.65056045059
"a",29,"aus",288.177936009451
"a",29,"aut",710.176076689578
"a",29,"bel",653.018157424542
"a",29,"bgr",379.70398332879
"a",29,"blt",637.497307086634
"a",29,"bra",364.097203901845
"a",29,"can",412.699791531889
"a",29,"chl",481.376025768589
"a",29,"chn",146.198516120453
"a",29,"cor",417.615408800364
"a",29,"cro",861.094096129556
"a",29,"dnk",465.797333412914
"a",29,"egy",382.35843919662
"a",29,"esp",562.504842290556
"a",29,"fin",584.329932107376
"a",29,"fra",653.897360025722
"a",29,"gbr",920.054454930955
"a",29,"golf57",598.390613235099
"a",29,"grc",465.637311371974
"a",29,"hun",484.315404199374
"a",29,"idn",304.728747350204
"a",29,"irl",484.501170984105
"a",29,"ita",809.311474715046
"a",29,"jpn",605.737909461883
"a",29,"meme",513.090832607699
"a",29,"mex",652.113296531919
"a",29,"mys",339.58546109408
"a",29,"nde",198.420766962582
"a",29,"nld",671.892520251119
"a",29,"noan",367.920991091736
"a",29,"noap",538.264449004352
"a",29,"nor",588.496585485094
"a",29,"oeu",270.454196965359
"a",29,"osea",208.938334782093
"a",29,"pol",355.459978838438
"a",29,"prt",692.331403021558
"a",29,"rcam",627.549740042558
"a",29,"rcz",270.714223976378
"a",29,"rfa",848.085671563501
"a",29,"ris",278.380094433981
"a",29,"rjan57",265.005584748807
"a",29,"rom",540.450539409961
"a",29,"rsaf",335.097382787008
"a",29,"rsam",421.203463088103
"a",29,"rsas",354.636482082025
"a",29,"rsl",526.051876718328
"a",29,"rus",275.893678629724
"a",29,"slo",724.480589618631
"a",29,"sui",487.080825164583
"a",29,"swe",635.984691217675
"a",29,"tha",346.525015314946
"a",29,"tur",219.161783492829
"a",29,"ukr",244.340759404323
"a",29,"usa",475.013635819125
"a",29,"vnm",195.744042015641
"a",29,"zaf",59.3761879588229
"a",30,"arg",379.65056045059
"a",30,"aus",288.177936009451
"a",30,"aut",710.176076689578
"a",30,"bel",653.018157424542
"a",30,"bgr",379.70398332879
"a",30,"blt",637.497307086634
"a",30,"bra",364.097203901845
"a",30,"can",412.699791531889
"a",30,"chl",481.376025768589
"a",30,"chn",146.198516120453
"a",30,"cor",417.615408800364
"a",30,"cro",861.094096129556
"a",30,"dnk",465.797333412914
"a",30,"egy",382.35843919662
"a",30,"esp",562.504842290556
"a",30,"fin",584.329932107376
"a",30,"fra",653.897360025722
"a",30,"gbr",920.054454930955
"a",30,"golf57",598.390613235099
"a",30,"grc",465.637311371974
"a",30,"hun",484.315404199374
"a",30,"idn",304.728747350204
"a",30,"irl",484.501170984105
"a",30,"ita",809.311474715046
"a",30,"jpn",605.737909461883
"a",30,"meme",513.090832607699
"a",30,"mex",652.113296531919
"a",30,"mys",339.58546109408
"a",30,"nde",198.420766962582
"a",30,"nld",671.892520251119
"a",30,"noan",367.920991091736
"a",30,"noap",538.264449004352
"a",30,"nor",588.496585485094
"a",30,"oeu",270.454196965359
"a",30,"osea",208.938334782093
"a",30,"pol",355.459978838438
"a",30,"prt",692.331403021558
"a",30,"rcam",627.549740042558
"a",30,"rcz",270.714223976378
"a",30,"rfa",848.085671563501
"a",30,"ris",278.380094433981
"a",30,"rjan57",265.005584748807
"a",30,"rom",540.450539409961
"a",30,"rsaf",335.097382787008
"a",30,"rsam",421.203463088103
"a",30,"rsas",354.636482082025
"a",30,"rsl",526.051876718328
"a",30,"rus",275.893678629724
"a",30,"slo",724.480589618631
"a",30,"sui",487.080825164583
"a",30,"swe",635.984691217675
"a",30,"tha",346.525015314946
"a",30,"tur",219.161783492829
"a",30,"ukr",244.340759404323
"a",30,"usa",475.013635819125
"a",30,"vnm",195.744042015641
"a",30,"zaf",59.3761879588229
"a",31,"arg",379.65056045059
"a",31,"aus",288.177936009451
"a",31,"aut",710.176076689578
"a",31,"bel",653.018157424542
"a",31,"bgr",379.70398332879
"a",31,"blt",637.497307086634
"a",31,"bra",364.097203901845
"a",31,"can",412.699791531889
"a",31,"chl",481.376025768589
"a",31,"chn",146.198516120453
"a",31,"cor",417.615408800364
"a",31,"cro",861.094096129556
"a",31,"dnk",465.797333412914
"a",31,"egy",382.35843919662
"a",31,"esp",562.504842290556
"a",31,"fin",584.329932107376
"a",31,"fra",653.897360025722
"a",31,"gbr",920.054454930955
"a",31,"golf57",598.390613235099
"a",31,"grc",465.637311371974
"a",31,"hun",484.315404199374
"a",31,"idn",304.728747350204
"a",31,"irl",484.501170984105
"a",31,"ita",809.311474715046
"a",31,"jpn",605.737909461883
"a",31,"meme",513.090832607699
"a",31,"mex",652.113296531919
"a",31,"mys",339.58546109408
"a",31,"nde",198.420766962582
"a",31,"nld",671.892520251119
"a",31,"noan",367.920991091736
"a",31,"noap",538.264449004352
"a",31,"nor",588.496585485094
"a",31,"oeu",270.454196965359
"a",31,"osea",208.938334782093
"a",31,"pol",355.459978838438
"a",31,"prt",692.331403021558
"a",31,"rcam",627.549740042558
"a",31,"rcz",270.714223976378
"a",31,"rfa",848.085671563501
"a",31,"ris",278.380094433981
"a",31,"rjan57",265.005584748807
"a",31,"rom",540.450539409961
"a",31,"rsaf",335.097382787008
"a",31,"rsam",421.203463088103
"a",31,"rsas",354.636482082025
"a",31,"rsl",526.051876718328
"a",31,"rus",275.893678629724
"a",31,"slo",724.480589618631
"a",31,"sui",487.080825164583
"a",31,"swe",635.984691217675
"a",31,"tha",346.525015314946
"a",31,"tur",219.161783492829
"a",31,"ukr",244.340759404323
"a",31,"usa",475.013635819125
"a",31,"vnm",195.744042015641
"a",31,"zaf",59.3761879588229
"a",32,"arg",379.65056045059
"a",32,"aus",288.177936009451
"a",32,"aut",710.176076689578
"a",32,"bel",653.018157424542
"a",32,"bgr",379.70398332879
"a",32,"blt",637.497307086634
"a",32,"bra",364.097203901845
"a",32,"can",412.699791531889
"a",32,"chl",481.376025768589
"a",32,"chn",146.198516120453
"a",32,"cor",417.615408800364
"a",32,"cro",861.094096129556
"a",32,"dnk",465.797333412914
"a",32,"egy",382.35843919662
"a",32,"esp",562.504842290556
"a",32,"fin",584.329932107376
"a",32,"fra",653.897360025722
"a",32,"gbr",920.054454930955
"a",32,"golf57",598.390613235099
"a",32,"grc",465.637311371974
"a",32,"hun",484.315404199374
"a",32,"idn",304.728747350204
"a",32,"irl",484.501170984105
"a",32,"ita",809.311474715046
"a",32,"jpn",605.737909461883
"a",32,"meme",513.090832607699
"a",32,"mex",652.113296531919
"a",32,"mys",339.58546109408
"a",32,"nde",198.420766962582
"a",32,"nld",671.892520251119
"a",32,"noan",367.920991091736
"a",32,"noap",538.264449004352
"a",32,"nor",588.496585485094
"a",32,"oeu",270.454196965359
"a",32,"osea",208.938334782093
"a",32,"pol",355.459978838438
"a",32,"prt",692.331403021558
"a",32,"rcam",627.549740042558
"a",32,"rcz",270.714223976378
"a",32,"rfa",848.085671563501
"a",32,"ris",278.380094433981
"a",32,"rjan57",265.005584748807
"a",32,"rom",540.450539409961
"a",32,"rsaf",335.097382787008
"a",32,"rsam",421.203463088103
"a",32,"rsas",354.636482082025
"a",32,"rsl",526.051876718328
"a",32,"rus",275.893678629724
"a",32,"slo",724.480589618631
"a",32,"sui",487.080825164583
"a",32,"swe",635.984691217675
"a",32,"tha",346.525015314946
"a",32,"tur",219.161783492829
"a",32,"ukr",244.340759404323
"a",32,"usa",475.013635819125
"a",32,"vnm",195.744042015641
"a",32,"zaf",59.3761879588229
"a",33,"arg",379.65056045059
"a",33,"aus",288.177936009451
"a",33,"aut",710.176076689578
"a",33,"bel",653.018157424542
"a",33,"bgr",379.70398332879
"a",33,"blt",637.497307086634
"a",33,"bra",364.097203901845
"a",33,"can",412.699791531889
"a",33,"chl",481.376025768589
"a",33,"chn",146.198516120453
"a",33,"cor",417.615408800364
"a",33,"cro",861.094096129556
"a",33,"dnk",465.797333412914
"a",33,"egy",382.35843919662
"a",33,"esp",562.504842290556
"a",33,"fin",584.329932107376
"a",33,"fra",653.897360025722
"a",33,"gbr",920.054454930955
"a",33,"golf57",598.390613235099
"a",33,"grc",465.637311371974
"a",33,"hun",484.315404199374
"a",33,"idn",304.728747350204
"a",33,"irl",484.501170984105
"a",33,"ita",809.311474715046
"a",33,"jpn",605.737909461883
"a",33,"meme",513.090832607699
"a",33,"mex",652.113296531919
"a",33,"mys",339.58546109408
"a",33,"nde",198.420766962582
"a",33,"nld",671.892520251119
"a",33,"noan",367.920991091736
"a",33,"noap",538.264449004352
"a",33,"nor",588.496585485094
"a",33,"oeu",270.454196965359
"a",33,"osea",208.938334782093
"a",33,"pol",355.459978838438
"a",33,"prt",692.331403021558
"a",33,"rcam",627.549740042558
"a",33,"rcz",270.714223976378
"a",33,"rfa",848.085671563501
"a",33,"ris",278.380094433981
"a",33,"rjan57",265.005584748807
"a",33,"rom",540.450539409961
"a",33,"rsaf",335.097382787008
"a",33,"rsam",421.203463088103
"a",33,"rsas",354.636482082025
"a",33,"rsl",526.051876718328
"a",33,"rus",275.893678629724
"a",33,"slo",724.480589618631
"a",33,"sui",487.080825164583
"a",33,"swe",635.984691217675
"a",33,"tha",346.525015314946
"a",33,"tur",219.161783492829
"a",33,"ukr",244.340759404323
"a",33,"usa",475.013635819125
"a",33,"vnm",195.744042015641
"a",33,"zaf",59.3761879588229
"a",34,"arg",379.65056045059
"a",34,"aus",288.177936009451
"a",34,"aut",710.176076689578
"a",34,"bel",653.018157424542
"a",34,"bgr",379.70398332879
"a",34,"blt",637.497307086634
"a",34,"bra",364.097203901845
"a",34,"can",412.699791531889
"a",34,"chl",481.376025768589
"a",34,"chn",146.198516120453
"a",34,"cor",417.615408800364
"a",34,"cro",861.094096129556
"a",34,"dnk",465.797333412914
"a",34,"egy",382.35843919662
"a",34,"esp",562.504842290556
"a",34,"fin",584.329932107376
"a",34,"fra",653.897360025722
"a",34,"gbr",920.054454930955
"a",34,"golf57",598.390613235099
"a",34,"grc",465.637311371974
"a",34,"hun",484.315404199374
"a",34,"idn",304.728747350204
"a",34,"irl",484.501170984105
"a",34,"ita",809.311474715046
"a",34,"jpn",605.737909461883
"a",34,"meme",513.090832607699
"a",34,"mex",652.113296531919
"a",34,"mys",339.58546109408
"a",34,"nde",198.420766962582
"a",34,"nld",671.892520251119
"a",34,"noan",367.920991091736
"a",34,"noap",538.264449004352
"a",34,"nor",588.496585485094
"a",34,"oeu",270.454196965359
"a",34,"osea",208.938334782093
"a",34,"pol",355.459978838438
"a",34,"prt",692.331403021558
"a",34,"rcam",627.549740042558
"a",34,"rcz",270.714223976378
"a",34,"rfa",848.085671563501
"a",34,"ris",278.380094433981
"a",34,"rjan57",265.005584748807
"a",34,"rom",540.450539409961
"a",34,"rsaf",335.097382787008
"a",34,"rsam",421.203463088103
"a",34,"rsas",354.636482082025
"a",34,"rsl",526.051876718328
"a",34,"rus",275.893678629724
"a",34,"slo",724.480589618631
"a",34,"sui",487.080825164583
"a",34,"swe",635.984691217675
"a",34,"tha",346.525015314946
"a",34,"tur",219.161783492829
"a",34,"ukr",244.340759404323
"a",34,"usa",475.013635819125
"a",34,"vnm",195.744042015641
"a",34,"zaf",59.3761879588229
"a",35,"arg",379.65056045059
"a",35,"aus",288.177936009451
"a",35,"aut",710.176076689578
"a",35,"bel",653.018157424542
"a",35,"bgr",379.70398332879
"a",35,"blt",637.497307086634
"a",35,"bra",364.097203901845
"a",35,"can",412.699791531889
"a",35,"chl",481.376025768589
"a",35,"chn",146.198516120453
"a",35,"cor",417.615408800364
"a",35,"cro",861.094096129556
"a",35,"dnk",465.797333412914
"a",35,"egy",382.35843919662
"a",35,"esp",562.504842290556
"a",35,"fin",584.329932107376
"a",35,"fra",653.897360025722
"a",35,"gbr",920.054454930955
"a",35,"golf57",598.390613235099
"a",35,"grc",465.637311371974
"a",35,"hun",484.315404199374
"a",35,"idn",304.728747350204
"a",35,"irl",484.501170984105
"a",35,"ita",809.311474715046
"a",35,"jpn",605.737909461883
"a",35,"meme",513.090832607699
"a",35,"mex",652.113296531919
"a",35,"mys",339.58546109408
"a",35,"nde",198.420766962582
"a",35,"nld",671.892520251119
"a",35,"noan",367.920991091736
"a",35,"noap",538.264449004352
"a",35,"nor",588.496585485094
"a",35,"oeu",270.454196965359
"a",35,"osea",208.938334782093
"a",35,"pol",355.459978838438
"a",35,"prt",692.331403021558
"a",35,"rcam",627.549740042558
"a",35,"rcz",270.714223976378
"a",35,"rfa",848.085671563501
"a",35,"ris",278.380094433981
"a",35,"rjan57",265.005584748807
"a",35,"rom",540.450539409961
"a",35,"rsaf",335.097382787008
"a",35,"rsam",421.203463088103
"a",35,"rsas",354.636482082025
"a",35,"rsl",526.051876718328
"a",35,"rus",275.893678629724
"a",35,"slo",724.480589618631
"a",35,"sui",487.080825164583
"a",35,"swe",635.984691217675
"a",35,"tha",346.525015314946
"a",35,"tur",219.161783492829
"a",35,"ukr",244.340759404323
"a",35,"usa",475.013635819125
"a",35,"vnm",195.744042015641
"a",35,"zaf",59.3761879588229
"a",36,"arg",379.65056045059
"a",36,"aus",288.177936009451
"a",36,"aut",710.176076689578
"a",36,"bel",653.018157424542
"a",36,"bgr",379.70398332879
"a",36,"blt",637.497307086634
"a",36,"bra",364.097203901845
"a",36,"can",412.699791531889
"a",36,"chl",481.376025768589
"a",36,"chn",146.198516120453
"a",36,"cor",417.615408800364
"a",36,"cro",861.094096129556
"a",36,"dnk",465.797333412914
"a",36,"egy",382.35843919662
"a",36,"esp",562.504842290556
"a",36,"fin",584.329932107376
"a",36,"fra",653.897360025722
"a",36,"gbr",920.054454930955
"a",36,"golf57",598.390613235099
"a",36,"grc",465.637311371974
"a",36,"hun",484.315404199374
"a",36,"idn",304.728747350204
"a",36,"irl",484.501170984105
"a",36,"ita",809.311474715046
"a",36,"jpn",605.737909461883
"a",36,"meme",513.090832607699
"a",36,"mex",652.113296531919
"a",36,"mys",339.58546109408
"a",36,"nde",198.420766962582
"a",36,"nld",671.892520251119
"a",36,"noan",367.920991091736
"a",36,"noap",538.264449004352
"a",36,"nor",588.496585485094
"a",36,"oeu",270.454196965359
"a",36,"osea",208.938334782093
"a",36,"pol",355.459978838438
"a",36,"prt",692.331403021558
"a",36,"rcam",627.549740042558
"a",36,"rcz",270.714223976378
"a",36,"rfa",848.085671563501
"a",36,"ris",278.380094433981
"a",36,"rjan57",265.005584748807
"a",36,"rom",540.450539409961
"a",36,"rsaf",335.097382787008
"a",36,"rsam",421.203463088103
"a",36,"rsas",354.636482082025
"a",36,"rsl",526.051876718328
"a",36,"rus",275.893678629724
"a",36,"slo",724.480589618631
"a",36,"sui",487.080825164583
"a",36,"swe",635.984691217675
"a",36,"tha",346.525015314946
"a",36,"tur",219.161783492829
"a",36,"ukr",244.340759404323
"a",36,"usa",475.013635819125
"a",36,"vnm",195.744042015641
"a",36,"zaf",59.3761879588229
"a",37,"arg",379.65056045059
"a",37,"aus",288.177936009451
"a",37,"aut",710.176076689578
"a",37,"bel",653.018157424542
"a",37,"bgr",379.70398332879
"a",37,"blt",637.497307086634
"a",37,"bra",364.097203901845
"a",37,"can",412.699791531889
"a",37,"chl",481.376025768589
"a",37,"chn",146.198516120453
"a",37,"cor",417.615408800364
"a",37,"cro",861.094096129556
"a",37,"dnk",465.797333412914
"a",37,"egy",382.35843919662
"a",37,"esp",562.504842290556
"a",37,"fin",584.329932107376
"a",37,"fra",653.897360025722
"a",37,"gbr",920.054454930955
"a",37,"golf57",598.390613235099
"a",37,"grc",465.637311371974
"a",37,"hun",484.315404199374
"a",37,"idn",304.728747350204
"a",37,"irl",484.501170984105
"a",37,"ita",809.311474715046
"a",37,"jpn",605.737909461883
"a",37,"meme",513.090832607699
"a",37,"mex",652.113296531919
"a",37,"mys",339.58546109408
"a",37,"nde",198.420766962582
"a",37,"nld",671.892520251119
"a",37,"noan",367.920991091736
"a",37,"noap",538.264449004352
"a",37,"nor",588.496585485094
"a",37,"oeu",270.454196965359
"a",37,"osea",208.938334782093
"a",37,"pol",355.459978838438
"a",37,"prt",692.331403021558
"a",37,"rcam",627.549740042558
"a",37,"rcz",270.714223976378
"a",37,"rfa",848.085671563501
"a",37,"ris",278.380094433981
"a",37,"rjan57",265.005584748807
"a",37,"rom",540.450539409961
"a",37,"rsaf",335.097382787008
"a",37,"rsam",421.203463088103
"a",37,"rsas",354.636482082025
"a",37,"rsl",526.051876718328
"a",37,"rus",275.893678629724
"a",37,"slo",724.480589618631
"a",37,"sui",487.080825164583
"a",37,"swe",635.984691217675
"a",37,"tha",346.525015314946
"a",37,"tur",219.161783492829
"a",37,"ukr",244.340759404323
"a",37,"usa",475.013635819125
"a",37,"vnm",195.744042015641
"a",37,"zaf",59.3761879588229
"a",38,"arg",379.65056045059
"a",38,"aus",288.177936009451
"a",38,"aut",710.176076689578
"a",38,"bel",653.018157424542
"a",38,"bgr",379.70398332879
"a",38,"blt",637.497307086634
"a",38,"bra",364.097203901845
"a",38,"can",412.699791531889
"a",38,"chl",481.376025768589
"a",38,"chn",146.198516120453
"a",38,"cor",417.615408800364
"a",38,"cro",861.094096129556
"a",38,"dnk",465.797333412914
"a",38,"egy",382.35843919662
"a",38,"esp",562.504842290556
"a",38,"fin",584.329932107376
"a",38,"fra",653.897360025722
"a",38,"gbr",920.054454930955
"a",38,"golf57",598.390613235099
"a",38,"grc",465.637311371974
"a",38,"hun",484.315404199374
"a",38,"idn",304.728747350204
"a",38,"irl",484.501170984105
"a",38,"ita",809.311474715046
"a",38,"jpn",605.737909461883
"a",38,"meme",513.090832607699
"a",38,"mex",652.113296531919
"a",38,"mys",339.58546109408
"a",38,"nde",198.420766962582
"a",38,"nld",671.892520251119
"a",38,"noan",367.920991091736
"a",38,"noap",538.264449004352
"a",38,"nor",588.496585485094
"a",38,"oeu",270.454196965359
"a",38,"osea",208.938334782093
"a",38,"pol",355.459978838438
"a",38,"prt",692.331403021558
"a",38,"rcam",627.549740042558
"a",38,"rcz",270.714223976378
"a",38,"rfa",848.085671563501
"a",38,"ris",278.380094433981
"a",38,"rjan57",265.005584748807
"a",38,"rom",540.450539409961
"a",38,"rsaf",335.097382787008
"a",38,"rsam",421.203463088103
"a",38,"rsas",354.636482082025
"a",38,"rsl",526.051876718328
"a",38,"rus",275.893678629724
"a",38,"slo",724.480589618631
"a",38,"sui",487.080825164583
"a",38,"swe",635.984691217675
"a",38,"tha",346.525015314946
"a",38,"tur",219.161783492829
"a",38,"ukr",244.340759404323
"a",38,"usa",475.013635819125
"a",38,"vnm",195.744042015641
"a",38,"zaf",59.3761879588229
"a",39,"arg",379.65056045059
"a",39,"aus",288.177936009451
"a",39,"aut",710.176076689578
"a",39,"bel",653.018157424542
"a",39,"bgr",379.70398332879
"a",39,"blt",637.497307086634
"a",39,"bra",364.097203901845
"a",39,"can",412.699791531889
"a",39,"chl",481.376025768589
"a",39,"chn",146.198516120453
"a",39,"cor",417.615408800364
"a",39,"cro",861.094096129556
"a",39,"dnk",465.797333412914
"a",39,"egy",382.35843919662
"a",39,"esp",562.504842290556
"a",39,"fin",584.329932107376
"a",39,"fra",653.897360025722
"a",39,"gbr",920.054454930955
"a",39,"golf57",598.390613235099
"a",39,"grc",465.637311371974
"a",39,"hun",484.315404199374
"a",39,"idn",304.728747350204
"a",39,"irl",484.501170984105
"a",39,"ita",809.311474715046
"a",39,"jpn",605.737909461883
"a",39,"meme",513.090832607699
"a",39,"mex",652.113296531919
"a",39,"mys",339.58546109408
"a",39,"nde",198.420766962582
"a",39,"nld",671.892520251119
"a",39,"noan",367.920991091736
"a",39,"noap",538.264449004352
"a",39,"nor",588.496585485094
"a",39,"oeu",270.454196965359
"a",39,"osea",208.938334782093
"a",39,"pol",355.459978838438
"a",39,"prt",692.331403021558
"a",39,"rcam",627.549740042558
"a",39,"rcz",270.714223976378
"a",39,"rfa",848.085671563501
"a",39,"ris",278.380094433981
"a",39,"rjan57",265.005584748807
"a",39,"rom",540.450539409961
"a",39,"rsaf",335.097382787008
"a",39,"rsam",421.203463088103
"a",39,"rsas",354.636482082025
"a",39,"rsl",526.051876718328
"a",39,"rus",275.893678629724
"a",39,"slo",724.480589618631
"a",39,"sui",487.080825164583
"a",39,"swe",635.984691217675
"a",39,"tha",346.525015314946
"a",39,"tur",219.161783492829
"a",39,"ukr",244.340759404323
"a",39,"usa",475.013635819125
"a",39,"vnm",195.744042015641
"a",39,"zaf",59.3761879588229
"a",40,"arg",379.65056045059
"a",40,"aus",288.177936009451
"a",40,"aut",710.176076689578
"a",40,"bel",653.018157424542
"a",40,"bgr",379.70398332879
"a",40,"blt",637.497307086634
"a",40,"bra",364.097203901845
"a",40,"can",412.699791531889
"a",40,"chl",481.376025768589
"a",40,"chn",146.198516120453
"a",40,"cor",417.615408800364
"a",40,"cro",861.094096129556
"a",40,"dnk",465.797333412914
"a",40,"egy",382.35843919662
"a",40,"esp",562.504842290556
"a",40,"fin",584.329932107376
"a",40,"fra",653.897360025722
"a",40,"gbr",920.054454930955
"a",40,"golf57",598.390613235099
"a",40,"grc",465.637311371974
"a",40,"hun",484.315404199374
"a",40,"idn",304.728747350204
"a",40,"irl",484.501170984105
"a",40,"ita",809.311474715046
"a",40,"jpn",605.737909461883
"a",40,"meme",513.090832607699
"a",40,"mex",652.113296531919
"a",40,"mys",339.58546109408
"a",40,"nde",198.420766962582
"a",40,"nld",671.892520251119
"a",40,"noan",367.920991091736
"a",40,"noap",538.264449004352
"a",40,"nor",588.496585485094
"a",40,"oeu",270.454196965359
"a",40,"osea",208.938334782093
"a",40,"pol",355.459978838438
"a",40,"prt",692.331403021558
"a",40,"rcam",627.549740042558
"a",40,"rcz",270.714223976378
"a",40,"rfa",848.085671563501
"a",40,"ris",278.380094433981
"a",40,"rjan57",265.005584748807
"a",40,"rom",540.450539409961
"a",40,"rsaf",335.097382787008
"a",40,"rsam",421.203463088103
"a",40,"rsas",354.636482082025
"a",40,"rsl",526.051876718328
"a",40,"rus",275.893678629724
"a",40,"slo",724.480589618631
"a",40,"sui",487.080825164583
"a",40,"swe",635.984691217675
"a",40,"tha",346.525015314946
"a",40,"tur",219.161783492829
"a",40,"ukr",244.340759404323
"a",40,"usa",475.013635819125
"a",40,"vnm",195.744042015641
"a",40,"zaf",59.3761879588229
"a",41,"arg",379.65056045059
"a",41,"aus",288.177936009451
"a",41,"aut",710.176076689578
"a",41,"bel",653.018157424542
"a",41,"bgr",379.70398332879
"a",41,"blt",637.497307086634
"a",41,"bra",364.097203901845
"a",41,"can",412.699791531889
"a",41,"chl",481.376025768589
"a",41,"chn",146.198516120453
"a",41,"cor",417.615408800364
"a",41,"cro",861.094096129556
"a",41,"dnk",465.797333412914
"a",41,"egy",382.35843919662
"a",41,"esp",562.504842290556
"a",41,"fin",584.329932107376
"a",41,"fra",653.897360025722
"a",41,"gbr",920.054454930955
"a",41,"golf57",598.390613235099
"a",41,"grc",465.637311371974
"a",41,"hun",484.315404199374
"a",41,"idn",304.728747350204
"a",41,"irl",484.501170984105
"a",41,"ita",809.311474715046
"a",41,"jpn",605.737909461883
"a",41,"meme",513.090832607699
"a",41,"mex",652.113296531919
"a",41,"mys",339.58546109408
"a",41,"nde",198.420766962582
"a",41,"nld",671.892520251119
"a",41,"noan",367.920991091736
"a",41,"noap",538.264449004352
"a",41,"nor",588.496585485094
"a",41,"oeu",270.454196965359
"a",41,"osea",208.938334782093
"a",41,"pol",355.459978838438
"a",41,"prt",692.331403021558
"a",41,"rcam",627.549740042558
"a",41,"rcz",270.714223976378
"a",41,"rfa",848.085671563501
"a",41,"ris",278.380094433981
"a",41,"rjan57",265.005584748807
"a",41,"rom",540.450539409961
"a",41,"rsaf",335.097382787008
"a",41,"rsam",421.203463088103
"a",41,"rsas",354.636482082025
"a",41,"rsl",526.051876718328
"a",41,"rus",275.893678629724
"a",41,"slo",724.480589618631
"a",41,"sui",487.080825164583
"a",41,"swe",635.984691217675
"a",41,"tha",346.525015314946
"a",41,"tur",219.161783492829
"a",41,"ukr",244.340759404323
"a",41,"usa",475.013635819125
"a",41,"vnm",195.744042015641
"a",41,"zaf",59.3761879588229
"a",42,"arg",379.65056045059
"a",42,"aus",288.177936009451
"a",42,"aut",710.176076689578
"a",42,"bel",653.018157424542
"a",42,"bgr",379.70398332879
"a",42,"blt",637.497307086634
"a",42,"bra",364.097203901845
"a",42,"can",412.699791531889
"a",42,"chl",481.376025768589
"a",42,"chn",146.198516120453
"a",42,"cor",417.615408800364
"a",42,"cro",861.094096129556
"a",42,"dnk",465.797333412914
"a",42,"egy",382.35843919662
"a",42,"esp",562.504842290556
"a",42,"fin",584.329932107376
"a",42,"fra",653.897360025722
"a",42,"gbr",920.054454930955
"a",42,"golf57",598.390613235099
"a",42,"grc",465.637311371974
"a",42,"hun",484.315404199374
"a",42,"idn",304.728747350204
"a",42,"irl",484.501170984105
"a",42,"ita",809.311474715046
"a",42,"jpn",605.737909461883
"a",42,"meme",513.090832607699
"a",42,"mex",652.113296531919
"a",42,"mys",339.58546109408
"a",42,"nde",198.420766962582
"a",42,"nld",671.892520251119
"a",42,"noan",367.920991091736
"a",42,"noap",538.264449004352
"a",42,"nor",588.496585485094
"a",42,"oeu",270.454196965359
"a",42,"osea",208.938334782093
"a",42,"pol",355.459978838438
"a",42,"prt",692.331403021558
"a",42,"rcam",627.549740042558
"a",42,"rcz",270.714223976378
"a",42,"rfa",848.085671563501
"a",42,"ris",278.380094433981
"a",42,"rjan57",265.005584748807
"a",42,"rom",540.450539409961
"a",42,"rsaf",335.097382787008
"a",42,"rsam",421.203463088103
"a",42,"rsas",354.636482082025
"a",42,"rsl",526.051876718328
"a",42,"rus",275.893678629724
"a",42,"slo",724.480589618631
"a",42,"sui",487.080825164583
"a",42,"swe",635.984691217675
"a",42,"tha",346.525015314946
"a",42,"tur",219.161783492829
"a",42,"ukr",244.340759404323
"a",42,"usa",475.013635819125
"a",42,"vnm",195.744042015641
"a",42,"zaf",59.3761879588229
"a",43,"arg",379.65056045059
"a",43,"aus",288.177936009451
"a",43,"aut",710.176076689578
"a",43,"bel",653.018157424542
"a",43,"bgr",379.70398332879
"a",43,"blt",637.497307086634
"a",43,"bra",364.097203901845
"a",43,"can",412.699791531889
"a",43,"chl",481.376025768589
"a",43,"chn",146.198516120453
"a",43,"cor",417.615408800364
"a",43,"cro",861.094096129556
"a",43,"dnk",465.797333412914
"a",43,"egy",382.35843919662
"a",43,"esp",562.504842290556
"a",43,"fin",584.329932107376
"a",43,"fra",653.897360025722
"a",43,"gbr",920.054454930955
"a",43,"golf57",598.390613235099
"a",43,"grc",465.637311371974
"a",43,"hun",484.315404199374
"a",43,"idn",304.728747350204
"a",43,"irl",484.501170984105
"a",43,"ita",809.311474715046
"a",43,"jpn",605.737909461883
"a",43,"meme",513.090832607699
"a",43,"mex",652.113296531919
"a",43,"mys",339.58546109408
"a",43,"nde",198.420766962582
"a",43,"nld",671.892520251119
"a",43,"noan",367.920991091736
"a",43,"noap",538.264449004352
"a",43,"nor",588.496585485094
"a",43,"oeu",270.454196965359
"a",43,"osea",208.938334782093
"a",43,"pol",355.459978838438
"a",43,"prt",692.331403021558
"a",43,"rcam",627.549740042558
"a",43,"rcz",270.714223976378
"a",43,"rfa",848.085671563501
"a",43,"ris",278.380094433981
"a",43,"rjan57",265.005584748807
"a",43,"rom",540.450539409961
"a",43,"rsaf",335.097382787008
"a",43,"rsam",421.203463088103
"a",43,"rsas",354.636482082025
"a",43,"rsl",526.051876718328
"a",43,"rus",275.893678629724
"a",43,"slo",724.480589618631
"a",43,"sui",487.080825164583
"a",43,"swe",635.984691217675
"a",43,"tha",346.525015314946
"a",43,"tur",219.161783492829
"a",43,"ukr",244.340759404323
"a",43,"usa",475.013635819125
"a",43,"vnm",195.744042015641
