"coef","t","n","value"
"a",57,"zaf",59.3761879588229
"a",58,"arg",379.65056045059
"a",58,"aus",288.177936009451
"a",58,"aut",710.176076689578
"a",58,"bel",653.018157424542
"a",58,"bgr",379.70398332879
"a",58,"blt",637.497307086634
"a",58,"bra",364.097203901845
"a",58,"can",412.699791531889
"a",58,"chl",481.376025768589
"a",58,"chn",146.198516120453
"a",58,"cor",417.615408800364
"a",58,"cro",861.094096129556
"a",58,"dnk",465.797333412914
"a",58,"egy",382.35843919662
"a",58,"esp",562.504842290556
"a",58,"fin",584.329932107376
"a",58,"fra",653.897360025722
"a",58,"gbr",920.054454930955
"a",58,"golf57",598.390613235099
"a",58,"grc",465.637311371974
"a",58,"hun",484.315404199374
"a",58,"idn",304.728747350204
"a",58,"irl",484.501170984105
"a",58,"ita",809.311474715046
"a",58,"jpn",605.737909461883
"a",58,"meme",513.090832607699
"a",58,"mex",652.113296531919
"a",58,"mys",339.58546109408
"a",58,"nde",198.420766962582
"a",58,"nld",671.892520251119
"a",58,"noan",367.920991091736
"a",58,"noap",538.264449004352
"a",58,"nor",588.496585485094
"a",58,"oeu",270.454196965359
"a",58,"osea",208.938334782093
"a",58,"pol",355.459978838438
"a",58,"prt",692.331403021558
"a",58,"rcam",627.549740042558
"a",58,"rcz",270.714223976378
"a",58,"rfa",848.085671563501
"a",58,"ris",278.380094433981
"a",58,"rjan57",265.005584748807
"a",58,"rom",540.450539409961
"a",58,"rsaf",335.097382787008
"a",58,"rsam",421.203463088103
"a",58,"rsas",354.636482082025
"a",58,"rsl",526.051876718328
"a",58,"rus",275.893678629724
"a",58,"slo",724.480589618631
"a",58,"sui",487.080825164583
"a",58,"swe",635.984691217675
"a",58,"tha",346.525015314946
"a",58,"tur",219.161783492829
"a",58,"ukr",244.340759404323
"a",58,"usa",475.013635819125
"a",58,"vnm",195.744042015641
"a",58,"zaf",59.3761879588229
"b",1,"arg",6857.03831194616
"b",1,"aus",6463.07978299353
"b",1,"aut",16112.811686676
"b",1,"bel",19278.4109995822
"b",1,"bgr",9614.50214319211
"b",1,"blt",21553.9964734712
"b",1,"bra",18026.0974731182
"b",1,"can",7244.74589806809
"b",1,"chl",6270.29998728342
"b",1,"chn",3078.50296180428
"b",1,"cor",8594.22216973745
"b",1,"cro",25478.7682826616
"b",1,"dnk",16890.7368889408
"b",1,"egy",7693.17982362875
"b",1,"esp",36336.1805764165
"b",1,"fin",11064.636447888
"b",1,"fra",17584.4628098274
"b",1,"gbr",36411.4424488329
"b",1,"golf57",7957.343852337
"b",1,"grc",21213.9369401216
"b",1,"hun",14117.762954121
"b",1,"idn",3846.74464689969
"b",1,"irl",29333.7985356457
"b",1,"ita",50137.8439396824
"b",1,"jpn",23566.2096247453
"b",1,"meme",26360.0276922055
"b",1,"mex",15620.7300358304
"b",1,"mys",6596.3788845859
"b",1,"nde",3067.30719580982
"b",1,"nld",29634.104446604
"b",1,"noan",11783.1992999519
"b",1,"noap",7079.74715912871
"b",1,"nor",30883.9888172492
"b",1,"oeu",11116.6961881054
"b",1,"osea",4353.47784835278
"b",1,"pol",4336.63298918807
"b",1,"prt",29433.5420091471
"b",1,"rcam",12988.7999292524
"b",1,"rcz",5755.71817268638
"b",1,"rfa",23443.2417081034
"b",1,"ris",2305.29825838669
"b",1,"rjan57",6380.25648225626
"b",1,"rom",14159.5237320499
"b",1,"rsaf",8040.44081862766
"b",1,"rsam",8919.94434078966
"b",1,"rsas",5981.71759049534
"b",1,"rsl",19981.8121132006
"b",1,"rus",4871.84977955076
"b",1,"slo",29998.5315052362
"b",1,"sui",19390.4425884498
"b",1,"swe",21963.1521637196
"b",1,"tha",6506.6204981759
"b",1,"tur",9540.70982416811
"b",1,"ukr",2740.36231470353
"b",1,"usa",7925.604339301
"b",1,"vnm",2101.64657983651
"b",1,"zaf",4184.8859168375
"b",2,"arg",6857.03831194616
"b",2,"aus",6463.07978299353
"b",2,"aut",16112.811686676
"b",2,"bel",19278.4109995822
"b",2,"bgr",9614.50214319211
"b",2,"blt",21553.9964734712
"b",2,"bra",18026.0974731182
"b",2,"can",7244.74589806809
"b",2,"chl",6270.29998728342
"b",2,"chn",3078.50296180428
"b",2,"cor",8594.22216973745
"b",2,"cro",25478.7682826616
"b",2,"dnk",16890.7368889408
"b",2,"egy",7693.17982362875
"b",2,"esp",36336.1805764165
"b",2,"fin",11064.636447888
"b",2,"fra",17584.4628098274
"b",2,"gbr",36411.4424488329
"b",2,"golf57",7957.343852337
"b",2,"grc",21213.9369401216
"b",2,"hun",14117.762954121
"b",2,"idn",3846.74464689969
"b",2,"irl",29333.7985356457
"b",2,"ita",50137.8439396824
"b",2,"jpn",23566.2096247453
"b",2,"meme",26360.0276922055
"b",2,"mex",15620.7300358304
"b",2,"mys",6596.3788845859
"b",2,"nde",3067.30719580982
"b",2,"nld",29634.104446604
"b",2,"noan",11783.1992999519
"b",2,"noap",7079.74715912871
"b",2,"nor",30883.9888172492
"b",2,"oeu",11116.6961881054
"b",2,"osea",4353.47784835278
"b",2,"pol",4336.63298918807
"b",2,"prt",29433.5420091471
"b",2,"rcam",12988.7999292524
"b",2,"rcz",5755.71817268638
"b",2,"rfa",23443.2417081034
"b",2,"ris",2305.29825838669
"b",2,"rjan57",6380.25648225626
"b",2,"rom",14159.5237320499
"b",2,"rsaf",8040.44081862766
"b",2,"rsam",8919.94434078966
"b",2,"rsas",5981.71759049534
"b",2,"rsl",19981.8121132006
"b",2,"rus",4871.84977955076
"b",2,"slo",29998.5315052362
"b",2,"sui",19390.4425884498
"b",2,"swe",21963.1521637196
"b",2,"tha",6506.6204981759
"b",2,"tur",9540.70982416811
"b",2,"ukr",2740.36231470353
"b",2,"usa",7925.604339301
"b",2,"vnm",2101.64657983651
"b",2,"zaf",4184.8859168375
"b",3,"arg",6857.03831194616
"b",3,"aus",6463.07978299353
"b",3,"aut",16112.811686676
"b",3,"bel",19278.4109995822
"b",3,"bgr",9614.50214319211
"b",3,"blt",21553.9964734712
"b",3,"bra",18026.0974731182
"b",3,"can",7244.74589806809
"b",3,"chl",6270.29998728342
"b",3,"chn",3078.50296180428
"b",3,"cor",8594.22216973745
"b",3,"cro",25478.7682826616
"b",3,"dnk",16890.7368889408
"b",3,"egy",7693.17982362875
"b",3,"esp",36336.1805764165
"b",3,"fin",11064.636447888
"b",3,"fra",17584.4628098274
"b",3,"gbr",36411.4424488329
"b",3,"golf57",7957.343852337
"b",3,"grc",21213.9369401216
"b",3,"hun",14117.762954121
"b",3,"idn",3846.74464689969
"b",3,"irl",29333.7985356457
"b",3,"ita",50137.8439396824
"b",3,"jpn",23566.2096247453
"b",3,"meme",26360.0276922055
"b",3,"mex",15620.7300358304
"b",3,"mys",6596.3788845859
"b",3,"nde",3067.30719580982
"b",3,"nld",29634.104446604
"b",3,"noan",11783.1992999519
"b",3,"noap",7079.74715912871
"b",3,"nor",30883.9888172492
"b",3,"oeu",11116.6961881054
"b",3,"osea",4353.47784835278
"b",3,"pol",4336.63298918807
"b",3,"prt",29433.5420091471
"b",3,"rcam",12988.7999292524
"b",3,"rcz",5755.71817268638
"b",3,"rfa",23443.2417081034
"b",3,"ris",2305.29825838669
"b",3,"rjan57",6380.25648225626
"b",3,"rom",14159.5237320499
"b",3,"rsaf",8040.44081862766
"b",3,"rsam",8919.94434078966
"b",3,"rsas",5981.71759049534
"b",3,"rsl",19981.8121132006
"b",3,"rus",4871.84977955076
"b",3,"slo",29998.5315052362
"b",3,"sui",19390.4425884498
"b",3,"swe",21963.1521637196
"b",3,"tha",6506.6204981759
"b",3,"tur",9540.70982416811
"b",3,"ukr",2740.36231470353
"b",3,"usa",7925.604339301
"b",3,"vnm",2101.64657983651
"b",3,"zaf",4184.8859168375
"b",4,"arg",5794.60941653615
"b",4,"aus",4298.84722613461
"b",4,"aut",8681.90518175721
"b",4,"bel",12721.4795531453
"b",4,"bgr",7453.42647046101
"b",4,"blt",14542.0440589734
"b",4,"bra",9530.50498051536
"b",4,"can",3361.7811025342
"b",4,"chl",4383.6102551974
"b",4,"chn",2644.58103396699
"b",4,"cor",6579.15892988767
"b",4,"cro",20847.5638627613
"b",4,"dnk",8860.16079592771
"b",4,"egy",7164.51071388726
"b",4,"esp",18966.1640613575
"b",4,"fin",6032.2864877725
"b",4,"fra",6066.3189448236
"b",4,"gbr",11978.8954535091
"b",4,"golf57",7312.1271001939
"b",4,"grc",12332.4437724134
"b",4,"hun",9454.70182696042
"b",4,"idn",2956.8365614174
"b",4,"irl",10034.4194484814
"b",4,"ita",18760.6820373872
"b",4,"jpn",13301.6346472668
"b",4,"meme",17884.1603314545
"b",4,"mex",10893.0396863296
"b",4,"mys",5199.41834249324
"b",4,"nde",2533.06927428049
"b",4,"nld",13747.4354765841
"b",4,"noan",7594.31383897598
"b",4,"noap",5720.98542368992
"b",4,"nor",18547.3287195627
"b",4,"oeu",6606.07068316204
"b",4,"osea",3594.42124299117
"b",4,"pol",1976.71621110803
"b",4,"prt",17470.7215020315
"b",4,"rcam",8052.50657117402
"b",4,"rcz",4178.69159841689
"b",4,"rfa",11598.1706706042
"b",4,"ris",1539.76421846743
"b",4,"rjan57",4211.93228925503
"b",4,"rom",10660.7012504216
"b",4,"rsaf",6022.04082118693
"b",4,"rsam",5093.65060429381
"b",4,"rsas",5166.45945718321
"b",4,"rsl",13196.350486232
"b",4,"rus",3493.39346020655
"b",4,"slo",19398.7974979798
"b",4,"sui",13521.7775809882
"b",4,"swe",12533.1987803107
"b",4,"tha",4729.48492847281
"b",4,"tur",5558.98781418044
"b",4,"ukr",2480.98027249384
"b",4,"usa",4978.37202105451
"b",4,"vnm",1904.90578044755
"b",4,"zaf",4103.73581396554
"b",5,"arg",4476.42514205147
"b",5,"aus",3739.03121936792
"b",5,"aut",6139.96066590047
"b",5,"bel",9725.67201415019
"b",5,"bgr",7947.90294968572
"b",5,"blt",9341.44915174448
"b",5,"bra",1410.25838982895
"b",5,"can",2321.25091024739
"b",5,"chl",4174.69656185338
"b",5,"chn",2343.27027288941
"b",5,"cor",5164.74635735625
"b",5,"cro",16610.8022588412
"b",5,"dnk",5971.64187616931
"b",5,"egy",7054.17449074644
"b",5,"esp",12667.8558964009
"b",5,"fin",5529.22067437862
"b",5,"fra",2165.71931994198
"b",5,"gbr",5031.16081986244
"b",5,"golf57",6064.74986860579
"b",5,"grc",8724.89816784848
"b",5,"hun",8733.70647856156
"b",5,"idn",2469.45166485722
"b",5,"irl",6700.73046339442
"b",5,"ita",13741.4027082873
"b",5,"jpn",10955.7381052952
"b",5,"meme",13339.8663844104
"b",5,"mex",10146.3860671764
"b",5,"mys",4917.6164660303
"b",5,"nde",2114.89619251638
"b",5,"nld",10699.5793423164
"b",5,"noan",5954.80540580283
"b",5,"noap",5278.56648976042
"b",5,"nor",7115.06926821098
"b",5,"oeu",4839.36415873873
"b",5,"osea",3251.26987635641
"b",5,"pol",1704.09783233301
"b",5,"prt",11587.8011659212
"b",5,"rcam",6286.67571237682
"b",5,"rcz",3478.21146504689
"b",5,"rfa",8574.25450365798
"b",5,"ris",1366.16701611452
"b",5,"rjan57",3602.07529337672
"b",5,"rom",9999.14531528517
"b",5,"rsaf",5197.68864721464
"b",5,"rsam",3779.45412791117
"b",5,"rsas",4422.35448932162
"b",5,"rsl",11372.5908845708
"b",5,"rus",2999.3900134249
"b",5,"slo",17247.0480115019
"b",5,"sui",9969.00087279525
"b",5,"swe",8965.55229891068
"b",5,"tha",4085.21057236833
"b",5,"tur",4045.54216382983
"b",5,"ukr",2273.55849661391
"b",5,"usa",3939.34034054362
"b",5,"vnm",1848.55923769701
"b",5,"zaf",3996.54678244615
"b",6,"arg",2895.53498420948
"b",6,"aus",3673.32233108811
"b",6,"aut",5003.92121166896
"b",6,"bel",7312.880584184
"b",6,"bgr",6644.4286929055
"b",6,"blt",7049.14844808181
"b",6,"bra",308.268180937094
"b",6,"can",1661.2236581903
"b",6,"chl",3796.09407170932
"b",6,"chn",2129.73106779547
"b",6,"cor",4084.77595187148
"b",6,"cro",13717.1088652447
"b",6,"dnk",4490.15779398366
"b",6,"egy",5838.57534656868
"b",6,"esp",9038.12046680793
"b",6,"fin",5088.38189578684
"b",6,"fra",1924.99875993735
"b",6,"gbr",2602.99896711378
"b",6,"golf57",4424.38242626521
"b",6,"grc",6523.82419253399
"b",6,"hun",7416.15304726845
"b",6,"idn",1990.32712767754
"b",6,"irl",5399.48716413434
"b",6,"ita",11383.4545557602
"b",6,"jpn",11283.6491127584
"b",6,"meme",10059.0646816598
"b",6,"mex",8520.39659242988
"b",6,"mys",4516.950045567
"b",6,"nde",1783.08555178958
"b",6,"nld",8411.70518198938
"b",6,"noan",4386.58303224178
"b",6,"noap",3717.46373553367
"b",6,"nor",4700.49263933474
"b",6,"oeu",4055.7817198165
"b",6,"osea",2918.93520917065
"b",6,"pol",1686.33352262126
"b",6,"prt",9310.93276854518
"b",6,"rcam",5301.10645648473
"b",6,"rcz",3123.26407746884
"b",6,"rfa",7691.12098383152
"b",6,"ris",1284.59643645293
"b",6,"rjan57",3396.03145488483
"b",6,"rom",8936.61771172307
"b",6,"rsaf",4404.75337883699
"b",6,"rsam",2835.70951155697
"b",6,"rsas",3667.48055065396
"b",6,"rsl",9635.07353082936
"b",6,"rus",2591.15185309188
"b",6,"slo",13155.5222222554
"b",6,"sui",8260.26224108735
"b",6,"swe",7350.32460434705
"b",6,"tha",3532.63825109435
"b",6,"tur",3478.79834911377
"b",6,"ukr",2104.07270657334
"b",6,"usa",3163.71654025838
"b",6,"vnm",1675.7571961741
"b",6,"zaf",3420.23196486706
"b",7,"arg",2895.53498420948
"b",7,"aus",3673.32233108811
"b",7,"aut",5003.92121166896
"b",7,"bel",7312.880584184
"b",7,"bgr",6644.4286929055
"b",7,"blt",7049.14844808181
"b",7,"bra",308.268180937094
"b",7,"can",1661.2236581903
"b",7,"chl",3796.09407170932
"b",7,"chn",2129.73106779547
"b",7,"cor",4084.77595187148
"b",7,"cro",13717.1088652447
"b",7,"dnk",4490.15779398366
"b",7,"egy",5838.57534656868
"b",7,"esp",9038.12046680793
"b",7,"fin",5088.38189578684
"b",7,"fra",1924.99875993735
"b",7,"gbr",2602.99896711378
"b",7,"golf57",4424.38242626521
"b",7,"grc",6523.82419253399
"b",7,"hun",7416.15304726845
"b",7,"idn",1990.32712767754
"b",7,"irl",5399.48716413434
"b",7,"ita",11383.4545557602
"b",7,"jpn",11283.6491127584
"b",7,"meme",10059.0646816598
"b",7,"mex",8520.39659242988
"b",7,"mys",4516.950045567
"b",7,"nde",1783.08555178958
"b",7,"nld",8411.70518198938
"b",7,"noan",4386.58303224178
"b",7,"noap",3717.46373553367
"b",7,"nor",4700.49263933474
"b",7,"oeu",4055.7817198165
"b",7,"osea",2918.93520917065
"b",7,"pol",1686.33352262126
"b",7,"prt",9310.93276854518
"b",7,"rcam",5301.10645648473
"b",7,"rcz",3123.26407746884
"b",7,"rfa",7691.12098383152
"b",7,"ris",1284.59643645293
"b",7,"rjan57",3396.03145488483
"b",7,"rom",8936.61771172307
"b",7,"rsaf",4404.75337883699
"b",7,"rsam",2835.70951155697
"b",7,"rsas",3667.48055065396
"b",7,"rsl",9635.07353082936
"b",7,"rus",2591.15185309188
"b",7,"slo",13155.5222222554
"b",7,"sui",8260.26224108735
"b",7,"swe",7350.32460434705
"b",7,"tha",3532.63825109435
"b",7,"tur",3478.79834911377
"b",7,"ukr",2104.07270657334
"b",7,"usa",3163.71654025838
"b",7,"vnm",1675.7571961741
"b",7,"zaf",3420.23196486706
"b",8,"arg",2895.53498420948
"b",8,"aus",3673.32233108811
"b",8,"aut",5003.92121166896
"b",8,"bel",7312.880584184
"b",8,"bgr",6644.4286929055
"b",8,"blt",7049.14844808181
"b",8,"bra",308.268180937094
"b",8,"can",1661.2236581903
"b",8,"chl",3796.09407170932
"b",8,"chn",2129.73106779547
"b",8,"cor",4084.77595187148
"b",8,"cro",13717.1088652447
"b",8,"dnk",4490.15779398366
"b",8,"egy",5838.57534656868
"b",8,"esp",9038.12046680793
"b",8,"fin",5088.38189578684
"b",8,"fra",1924.99875993735
"b",8,"gbr",2602.99896711378
"b",8,"golf57",4424.38242626521
"b",8,"grc",6523.82419253399
"b",8,"hun",7416.15304726845
"b",8,"idn",1990.32712767754
"b",8,"irl",5399.48716413434
"b",8,"ita",11383.4545557602
"b",8,"jpn",11283.6491127584
"b",8,"meme",10059.0646816598
"b",8,"mex",8520.39659242988
"b",8,"mys",4516.950045567
"b",8,"nde",1783.08555178958
"b",8,"nld",8411.70518198938
"b",8,"noan",4386.58303224178
"b",8,"noap",3717.46373553367
"b",8,"nor",4700.49263933474
"b",8,"oeu",4055.7817198165
"b",8,"osea",2918.93520917065
"b",8,"pol",1686.33352262126
"b",8,"prt",9310.93276854518
"b",8,"rcam",5301.10645648473
"b",8,"rcz",3123.26407746884
"b",8,"rfa",7691.12098383152
"b",8,"ris",1284.59643645293
"b",8,"rjan57",3396.03145488483
"b",8,"rom",8936.61771172307
"b",8,"rsaf",4404.75337883699
"b",8,"rsam",2835.70951155697
"b",8,"rsas",3667.48055065396
"b",8,"rsl",9635.07353082936
"b",8,"rus",2591.15185309188
"b",8,"slo",13155.5222222554
"b",8,"sui",8260.26224108735
"b",8,"swe",7350.32460434705
"b",8,"tha",3532.63825109435
"b",8,"tur",3478.79834911377
"b",8,"ukr",2104.07270657334
"b",8,"usa",3163.71654025838
"b",8,"vnm",1675.7571961741
"b",8,"zaf",3420.23196486706
"b",9,"arg",2895.53498420948
"b",9,"aus",3673.32233108811
"b",9,"aut",5003.92121166896
"b",9,"bel",7312.880584184
"b",9,"bgr",6644.4286929055
"b",9,"blt",7049.14844808181
"b",9,"bra",308.268180937094
"b",9,"can",1661.2236581903
"b",9,"chl",3796.09407170932
"b",9,"chn",2129.73106779547
"b",9,"cor",4084.77595187148
"b",9,"cro",13717.1088652447
"b",9,"dnk",4490.15779398366
"b",9,"egy",5838.57534656868
"b",9,"esp",9038.12046680793
"b",9,"fin",5088.38189578684
"b",9,"fra",1924.99875993735
"b",9,"gbr",2602.99896711378
"b",9,"golf57",4424.38242626521
"b",9,"grc",6523.82419253399
"b",9,"hun",7416.15304726845
"b",9,"idn",1990.32712767754
"b",9,"irl",5399.48716413434
"b",9,"ita",11383.4545557602
"b",9,"jpn",11283.6491127584
"b",9,"meme",10059.0646816598
"b",9,"mex",8520.39659242988
"b",9,"mys",4516.950045567
"b",9,"nde",1783.08555178958
"b",9,"nld",8411.70518198938
"b",9,"noan",4386.58303224178
"b",9,"noap",3717.46373553367
"b",9,"nor",4700.49263933474
"b",9,"oeu",4055.7817198165
"b",9,"osea",2918.93520917065
"b",9,"pol",1686.33352262126
"b",9,"prt",9310.93276854518
"b",9,"rcam",5301.10645648473
"b",9,"rcz",3123.26407746884
"b",9,"rfa",7691.12098383152
"b",9,"ris",1284.59643645293
"b",9,"rjan57",3396.03145488483
"b",9,"rom",8936.61771172307
"b",9,"rsaf",4404.75337883699
"b",9,"rsam",2835.70951155697
"b",9,"rsas",3667.48055065396
"b",9,"rsl",9635.07353082936
"b",9,"rus",2591.15185309188
"b",9,"slo",13155.5222222554
"b",9,"sui",8260.26224108735
"b",9,"swe",7350.32460434705
"b",9,"tha",3532.63825109435
"b",9,"tur",3478.79834911377
"b",9,"ukr",2104.07270657334
"b",9,"usa",3163.71654025838
"b",9,"vnm",1675.7571961741
"b",9,"zaf",3420.23196486706
"b",10,"arg",2895.53498420948
"b",10,"aus",3673.32233108811
"b",10,"aut",5003.92121166896
"b",10,"bel",7312.880584184
"b",10,"bgr",6644.4286929055
"b",10,"blt",7049.14844808181
"b",10,"bra",308.268180937094
"b",10,"can",1661.2236581903
"b",10,"chl",3796.09407170932
"b",10,"chn",2129.73106779547
"b",10,"cor",4084.77595187148
"b",10,"cro",13717.1088652447
"b",10,"dnk",4490.15779398366
"b",10,"egy",5838.57534656868
"b",10,"esp",9038.12046680793
"b",10,"fin",5088.38189578684
"b",10,"fra",1924.99875993735
"b",10,"gbr",2602.99896711378
"b",10,"golf57",4424.38242626521
"b",10,"grc",6523.82419253399
"b",10,"hun",7416.15304726845
"b",10,"idn",1990.32712767754
"b",10,"irl",5399.48716413434
"b",10,"ita",11383.4545557602
"b",10,"jpn",11283.6491127584
"b",10,"meme",10059.0646816598
"b",10,"mex",8520.39659242988
"b",10,"mys",4516.950045567
"b",10,"nde",1783.08555178958
"b",10,"nld",8411.70518198938
"b",10,"noan",4386.58303224178
"b",10,"noap",3717.46373553367
"b",10,"nor",4700.49263933474
"b",10,"oeu",4055.7817198165
"b",10,"osea",2918.93520917065
"b",10,"pol",1686.33352262126
"b",10,"prt",9310.93276854518
"b",10,"rcam",5301.10645648473
"b",10,"rcz",3123.26407746884
"b",10,"rfa",7691.12098383152
"b",10,"ris",1284.59643645293
"b",10,"rjan57",3396.03145488483
"b",10,"rom",8936.61771172307
"b",10,"rsaf",4404.75337883699
"b",10,"rsam",2835.70951155697
"b",10,"rsas",3667.48055065396
"b",10,"rsl",9635.07353082936
"b",10,"rus",2591.15185309188
"b",10,"slo",13155.5222222554
"b",10,"sui",8260.26224108735
"b",10,"swe",7350.32460434705
"b",10,"tha",3532.63825109435
"b",10,"tur",3478.79834911377
"b",10,"ukr",2104.07270657334
"b",10,"usa",3163.71654025838
"b",10,"vnm",1675.7571961741
"b",10,"zaf",3420.23196486706
"b",11,"arg",2895.53498420948
"b",11,"aus",3673.32233108811
"b",11,"aut",5003.92121166896
"b",11,"bel",7312.880584184
"b",11,"bgr",6644.4286929055
"b",11,"blt",7049.14844808181
"b",11,"bra",308.268180937094
"b",11,"can",1661.2236581903
"b",11,"chl",3796.09407170932
"b",11,"chn",2129.73106779547
"b",11,"cor",4084.77595187148
"b",11,"cro",13717.1088652447
"b",11,"dnk",4490.15779398366
"b",11,"egy",5838.57534656868
"b",11,"esp",9038.12046680793
"b",11,"fin",5088.38189578684
"b",11,"fra",1924.99875993735
"b",11,"gbr",2602.99896711378
"b",11,"golf57",4424.38242626521
"b",11,"grc",6523.82419253399
"b",11,"hun",7416.15304726845
"b",11,"idn",1990.32712767754
"b",11,"irl",5399.48716413434
"b",11,"ita",11383.4545557602
"b",11,"jpn",11283.6491127584
"b",11,"meme",10059.0646816598
"b",11,"mex",8520.39659242988
"b",11,"mys",4516.950045567
"b",11,"nde",1783.08555178958
"b",11,"nld",8411.70518198938
"b",11,"noan",4386.58303224178
"b",11,"noap",3717.46373553367
"b",11,"nor",4700.49263933474
"b",11,"oeu",4055.7817198165
"b",11,"osea",2918.93520917065
"b",11,"pol",1686.33352262126
"b",11,"prt",9310.93276854518
"b",11,"rcam",5301.10645648473
"b",11,"rcz",3123.26407746884
"b",11,"rfa",7691.12098383152
"b",11,"ris",1284.59643645293
"b",11,"rjan57",3396.03145488483
"b",11,"rom",8936.61771172307
"b",11,"rsaf",4404.75337883699
"b",11,"rsam",2835.70951155697
"b",11,"rsas",3667.48055065396
"b",11,"rsl",9635.07353082936
"b",11,"rus",2591.15185309188
"b",11,"slo",13155.5222222554
"b",11,"sui",8260.26224108735
"b",11,"swe",7350.32460434705
"b",11,"tha",3532.63825109435
"b",11,"tur",3478.79834911377
"b",11,"ukr",2104.07270657334
"b",11,"usa",3163.71654025838
"b",11,"vnm",1675.7571961741
"b",11,"zaf",3420.23196486706
"b",12,"arg",2895.53498420948
"b",12,"aus",3673.32233108811
"b",12,"aut",5003.92121166896
"b",12,"bel",7312.880584184
"b",12,"bgr",6644.4286929055
"b",12,"blt",7049.14844808181
"b",12,"bra",308.268180937094
"b",12,"can",1661.2236581903
"b",12,"chl",3796.09407170932
"b",12,"chn",2129.73106779547
"b",12,"cor",4084.77595187148
"b",12,"cro",13717.1088652447
"b",12,"dnk",4490.15779398366
"b",12,"egy",5838.57534656868
"b",12,"esp",9038.12046680793
"b",12,"fin",5088.38189578684
"b",12,"fra",1924.99875993735
"b",12,"gbr",2602.99896711378
"b",12,"golf57",4424.38242626521
"b",12,"grc",6523.82419253399
"b",12,"hun",7416.15304726845
"b",12,"idn",1990.32712767754
"b",12,"irl",5399.48716413434
"b",12,"ita",11383.4545557602
"b",12,"jpn",11283.6491127584
"b",12,"meme",10059.0646816598
"b",12,"mex",8520.39659242988
"b",12,"mys",4516.950045567
"b",12,"nde",1783.08555178958
"b",12,"nld",8411.70518198938
"b",12,"noan",4386.58303224178
"b",12,"noap",3717.46373553367
"b",12,"nor",4700.49263933474
"b",12,"oeu",4055.7817198165
"b",12,"osea",2918.93520917065
"b",12,"pol",1686.33352262126
"b",12,"prt",9310.93276854518
"b",12,"rcam",5301.10645648473
"b",12,"rcz",3123.26407746884
"b",12,"rfa",7691.12098383152
"b",12,"ris",1284.59643645293
"b",12,"rjan57",3396.03145488483
"b",12,"rom",8936.61771172307
"b",12,"rsaf",4404.75337883699
"b",12,"rsam",2835.70951155697
"b",12,"rsas",3667.48055065396
"b",12,"rsl",9635.07353082936
"b",12,"rus",2591.15185309188
"b",12,"slo",13155.5222222554
"b",12,"sui",8260.26224108735
"b",12,"swe",7350.32460434705
"b",12,"tha",3532.63825109435
"b",12,"tur",3478.79834911377
"b",12,"ukr",2104.07270657334
"b",12,"usa",3163.71654025838
"b",12,"vnm",1675.7571961741
"b",12,"zaf",3420.23196486706
"b",13,"arg",2895.53498420948
"b",13,"aus",3673.32233108811
"b",13,"aut",5003.92121166896
"b",13,"bel",7312.880584184
"b",13,"bgr",6644.4286929055
"b",13,"blt",7049.14844808181
"b",13,"bra",308.268180937094
"b",13,"can",1661.2236581903
"b",13,"chl",3796.09407170932
"b",13,"chn",2129.73106779547
"b",13,"cor",4084.77595187148
"b",13,"cro",13717.1088652447
"b",13,"dnk",4490.15779398366
"b",13,"egy",5838.57534656868
"b",13,"esp",9038.12046680793
"b",13,"fin",5088.38189578684
"b",13,"fra",1924.99875993735
"b",13,"gbr",2602.99896711378
"b",13,"golf57",4424.38242626521
"b",13,"grc",6523.82419253399
"b",13,"hun",7416.15304726845
"b",13,"idn",1990.32712767754
"b",13,"irl",5399.48716413434
"b",13,"ita",11383.4545557602
"b",13,"jpn",11283.6491127584
"b",13,"meme",10059.0646816598
"b",13,"mex",8520.39659242988
"b",13,"mys",4516.950045567
"b",13,"nde",1783.08555178958
"b",13,"nld",8411.70518198938
"b",13,"noan",4386.58303224178
"b",13,"noap",3717.46373553367
"b",13,"nor",4700.49263933474
"b",13,"oeu",4055.7817198165
"b",13,"osea",2918.93520917065
"b",13,"pol",1686.33352262126
"b",13,"prt",9310.93276854518
"b",13,"rcam",5301.10645648473
"b",13,"rcz",3123.26407746884
"b",13,"rfa",7691.12098383152
"b",13,"ris",1284.59643645293
"b",13,"rjan57",3396.03145488483
"b",13,"rom",8936.61771172307
"b",13,"rsaf",4404.75337883699
"b",13,"rsam",2835.70951155697
"b",13,"rsas",3667.48055065396
"b",13,"rsl",9635.07353082936
"b",13,"rus",2591.15185309188
"b",13,"slo",13155.5222222554
"b",13,"sui",8260.26224108735
"b",13,"swe",7350.32460434705
"b",13,"tha",3532.63825109435
"b",13,"tur",3478.79834911377
"b",13,"ukr",2104.07270657334
"b",13,"usa",3163.71654025838
"b",13,"vnm",1675.7571961741
"b",13,"zaf",3420.23196486706
"b",14,"arg",2895.53498420948
"b",14,"aus",3673.32233108811
"b",14,"aut",5003.92121166896
"b",14,"bel",7312.880584184
"b",14,"bgr",6644.4286929055
"b",14,"blt",7049.14844808181
"b",14,"bra",308.268180937094
"b",14,"can",1661.2236581903
"b",14,"chl",3796.09407170932
"b",14,"chn",2129.73106779547
"b",14,"cor",4084.77595187148
"b",14,"cro",13717.1088652447
"b",14,"dnk",4490.15779398366
"b",14,"egy",5838.57534656868
