"t","n","value"
16,"tha",0.0057347839546464
16,"tur",-0.00902460421434312
16,"ukr",-0.00229398078635803
16,"usa",-0.0371160849921814
16,"vnm",-5.24835138706476e-05
16,"zaf",0.000627241995039451
17,"arg",0.0135704932102205
17,"aus",-0.0028837496324992
17,"aut",-0.000656473232126132
17,"bel",-0.000379371799660449
17,"bgr",-0.00145280225346221
17,"blt",-0.000986876473248849
17,"bra",0.0690135221860095
17,"can",0.0165524490178091
17,"chl",-0.0060527998864153
17,"chn",-0.0460103364791625
17,"cor",-0.00626345815038503
17,"cro",-0.00106008857493771
17,"dnk",7.99512968907401e-05
17,"egy",0.000402524949807699
17,"esp",-0.00473414656007781
17,"fin",-0.00128691864164025
17,"fra",-0.00891714902001435
17,"gbr",-0.00155410741043433
17,"golf57",0.0035689433348752
17,"grc",-7.38875789133379e-05
17,"hun",0.0005436033952768
17,"idn",0.189948018979598
17,"irl",-0.000519905048627612
17,"ita",-0.00486711786275835
17,"jpn",-0.0102569163199724
17,"meme",-0.000172224502036573
17,"mex",0.00540056077777176
17,"mys",-0.00747924634970745
17,"nde",0.0118866998370653
17,"nld",0.000179995563043825
17,"noan",-0.000161400822090703
17,"noap",-0.000482831686495807
17,"nor",-0.00314283125850471
17,"oeu",-0.00595436335674082
17,"osea",0.0255066944256569
17,"pol",-0.00924813286000927
17,"prt",0.000187060148511201
17,"rcam",0.0118706104368895
17,"rcz",-0.00135296530358935
17,"rfa",-0.0030770324131474
17,"ris",-0.00355089274251386
17,"rjan57",0.00628623694170824
17,"rom",-0.00949034596463533
17,"rsaf",0.193487348599939
17,"rsam",0.0670217661429704
17,"rsas",0.0093142117381153
17,"rsl",-0.000868750092463946
17,"rus",-0.0154715013663167
17,"slo",-0.00104675179401497
17,"sui",-0.000344425411933608
17,"swe",-0.00054730365101593
17,"tha",0.00507528379986207
17,"tur",-0.00798677472969366
17,"ukr",-0.00203017299592686
17,"usa",-0.0328477352180805
17,"vnm",-4.64479097755232e-05
17,"zaf",0.000555109165609914
18,"arg",0.0120098864910451
18,"aus",-0.00255211842476179
18,"aut",-0.000580978810431627
18,"bel",-0.000335744042699497
18,"bgr",-0.00128572999431406
18,"blt",-0.000873385678825231
18,"bra",0.0610769671346184
18,"can",0.014648917380761
18,"chl",-0.00535672789947754
18,"chn",-0.0407191477840588
18,"cor",-0.00554316046309075
18,"cro",-0.000938178388819871
18,"dnk",7.0756897748305e-05
18,"egy",0.000356234580579814
18,"esp",-0.00418971970566886
18,"fin",-0.00113892299785162
18,"fra",-0.0078916768827127
18,"gbr",-0.00137538505823438
18,"golf57",0.00315851485136455
18,"grc",-6.53905073383041e-05
18,"hun",0.000481089004819968
18,"idn",0.168103996796944
18,"irl",-0.000460115968035436
18,"ita",-0.00430739930854114
18,"jpn",-0.00907737094317554
18,"meme",-0.000152418684302367
18,"mex",0.004779496288328
18,"mys",-0.00661913301949109
18,"nde",0.0105197293558028
18,"nld",0.000159296073293785
18,"noan",-0.000142839727550272
18,"noap",-0.000427306042548789
18,"nor",-0.00278140566377667
18,"oeu",-0.00526961157071563
18,"osea",0.0225734245667063
18,"pol",-0.0081845975811082
18,"prt",0.000165548231432413
18,"rcam",0.0105054902366472
18,"rcz",-0.00119737429367657
18,"rfa",-0.00272317368563545
18,"ris",-0.00314254007712476
18,"rjan57",0.00556331969341179
18,"rom",-0.00839895617870227
18,"rsaf",0.171236303510946
18,"rsam",0.0593142630365288
18,"rsas",0.00824307738823204
18,"rsl",-0.000768843831830592
18,"rus",-0.0136922787091903
18,"slo",-0.000926375337703246
18,"sui",-0.000304816489561243
18,"swe",-0.000484363731149098
18,"tha",0.00449162616287793
18,"tur",-0.00706829563577889
18,"ukr",-0.00179670310139527
18,"usa",-0.0290702456680012
18,"vnm",-4.1106400151338e-05
18,"zaf",0.000491271611564774
19,"arg",0.0106287495445749
19,"aus",-0.00225862480591418
19,"aut",-0.00051416624723199
19,"bel",-0.000297133477789055
19,"bgr",-0.00113787104496794
19,"blt",-0.00077294632576033
19,"bra",0.0540531159141373
19,"can",0.0129642918819735
19,"chl",-0.00474070419103763
19,"chn",-0.0360364457888921
19,"cor",-0.00490569700983531
19,"cro",-0.000830287874105586
19,"dnk",6.26198545072499e-05
19,"egy",0.000315267603813135
19,"esp",-0.00370790193951695
19,"fin",-0.00100794685309868
19,"fra",-0.00698413404120074
19,"gbr",-0.00121721577653743
19,"golf57",0.00279528564345763
19,"grc",-5.78705989943991e-05
19,"hun",0.000425763769265672
19,"idn",0.148772037165296
19,"irl",-0.000407202631711361
19,"ita",-0.00381204838805891
19,"jpn",-0.00803347328471036
19,"meme",-0.000134890535607595
19,"mex",0.00422985421517028
19,"mys",-0.00585793272224962
19,"nde",0.00930996047988551
19,"nld",0.000140977024865
19,"noan",-0.000126413158881991
19,"noap",-0.000378165847655678
19,"nor",-0.00246154401244235
19,"oeu",-0.00466360624008333
19,"osea",0.0199774807415351
19,"pol",-0.00724336885928076
19,"prt",0.000146510184817685
19,"rcam",0.00929735885943281
19,"rcz",-0.00105967624990377
19,"rfa",-0.00241000871178737
19,"ris",-0.00278114796825542
19,"rjan57",0.00492353792866944
19,"rom",-0.00743307621815151
19,"rsaf",0.151544128607187
19,"rsam",0.052493122787328
19,"rsas",0.00729512348858535
19,"rsl",-0.000680426791170074
19,"rus",-0.0121176666576334
19,"slo",-0.000819842173867373
19,"sui",-0.0002697625932617
19,"swe",-0.000428661902066951
19,"tha",0.00397508915414697
19,"tur",-0.00625544163766432
19,"ukr",-0.00159008224473481
19,"usa",-0.0257271674161811
19,"vnm",-3.63791641339341e-05
19,"zaf",0.000434775376234825
20,"arg",0.00940644334694882
20,"aus",-0.00199888295323405
20,"aut",-0.000455037128800311
20,"bel",-0.000262963127843314
20,"bgr",-0.00100701587479663
20,"blt",-0.000684057498297892
20,"bra",0.0478370075840115
20,"can",0.0114733983155466
20,"chl",-0.0041955232090683
20,"chn",-0.0318922545231695
20,"cor",-0.00434154185370425
20,"cro",-0.000734804768583444
20,"dnk",5.54185712389162e-05
20,"egy",0.000279011829374624
20,"esp",-0.0032814932164725
20,"fin",-0.000892032964992335
20,"fra",-0.00618095862646266
20,"gbr",-0.00107723596223562
20,"golf57",0.00247382779446
20,"grc",-5.12154801100432e-05
20,"hun",0.00037680093580012
20,"idn",0.131663252891287
20,"irl",-0.000360374329064555
20,"ita",-0.00337366282343213
20,"jpn",-0.00710962385696867
20,"meme",-0.000119378124012722
20,"mex",0.0037434209804257
20,"mys",-0.00518427045919091
20,"nde",0.00823931502469867
20,"nld",0.000124764667005525
20,"noan",-0.000111875645610562
20,"noap",-0.000334676775175275
20,"nor",-0.00217846645101148
20,"oeu",-0.00412729152247375
20,"osea",0.0176800704562586
20,"pol",-0.00641038144046347
20,"prt",0.000129661513563652
20,"rcam",0.00822816259059804
20,"rcz",-0.000937813481164833
20,"rfa",-0.00213285770993183
20,"ris",-0.00246131595190604
20,"rjan57",0.00435733106687245
20,"rom",-0.00657827245306408
20,"rsaf",0.134116553817361
20,"rsam",0.0464564136667852
20,"rsas",0.00645618428739804
20,"rsl",-0.000602177710185515
20,"rus",-0.0107241349920056
20,"slo",-0.000725560323872625
20,"sui",-0.000238739895036605
20,"swe",-0.000379365783329252
20,"tha",0.00351795390142007
20,"tur",-0.00553606584933292
20,"ukr",-0.00140722278659031
20,"usa",-0.0227685431633203
20,"vnm",-3.21955602585317e-05
20,"zaf",0.00038477620796782
21,"arg",0.00832470236204971
21,"aus",-0.00176901141361214
21,"aut",-0.000402707858988275
21,"bel",-0.000232722368141333
21,"bgr",-0.000891209049195017
21,"blt",-0.000605390885993634
21,"bra",0.0423357517118502
21,"can",0.0101539575092587
21,"chl",-0.00371303804002544
21,"chn",-0.028224645253005
21,"cor",-0.00384226454052826
21,"cro",-0.000650302220196348
21,"dnk",4.90454355464408e-05
21,"egy",0.000246925468996543
21,"esp",-0.00290412149657816
21,"fin",-0.000789449174018217
21,"fra",-0.00547014838441945
21,"gbr",-0.000953353826578525
21,"golf57",0.0021893375980971
21,"grc",-4.53256998973882e-05
21,"hun",0.000333468828183106
21,"idn",0.116521978808789
21,"irl",-0.000318931281222131
21,"ita",-0.00298569159873744
21,"jpn",-0.00629201711341727
21,"meme",-0.000105649639751259
21,"mex",0.00331292756767675
21,"mys",-0.00458807935638396
21,"nde",0.00729179379685833
21,"nld",0.000110416730299889
21,"noan",-9.90099463653472e-05
21,"noap",-0.000296188946030118
21,"nor",-0.00192794280914516
21,"oeu",-0.00365265299738927
21,"osea",0.0156468623537888
21,"pol",-0.00567318757481017
21,"prt",0.000114750439503832
21,"rcam",0.00728192389267926
21,"rcz",-0.000829964930830877
21,"rfa",-0.00188757907328967
21,"ris",-0.00217826461743685
21,"rjan57",0.00385623799418212
21,"rom",-0.00582177112096171
21,"rsaf",0.118693150128364
21,"rsam",0.0411139260951049
21,"rsas",0.00571372309434726
21,"rsl",-0.000532927273514181
21,"rus",-0.00949085946792492
21,"slo",-0.000642120886627273
21,"sui",-0.000211284807107395
21,"swe",-0.000335738718246388
21,"tha",0.00311338920275676
21,"tur",-0.00489941827665963
21,"ukr",-0.00124539216613242
21,"usa",-0.0201501606995385
21,"vnm",-2.84930708288006e-05
21,"zaf",0.000340526944051521
22,"arg",0.00736736159041399
22,"aus",-0.00156557510104674
22,"aut",-0.000356396455204624
22,"bel",-0.000205959295805079
22,"bgr",-0.00078872000853759
22,"blt",-0.000535770934104366
22,"bra",0.0374671402649874
22,"can",0.00898625239569396
22,"chl",-0.00328603866542252
22,"chn",-0.0249788110489094
22,"cor",-0.00340040411836751
22,"cro",-0.000575517464873768
22,"dnk",4.34052104586001e-05
22,"egy",0.00021852904006194
22,"esp",-0.00257014752447167
22,"fin",-0.000698662519006122
22,"fra",-0.00484108132021121
22,"gbr",-0.000843718136521995
22,"golf57",0.00193756377431594
22,"grc",-4.01132444091886e-05
22,"hun",0.000295119912942049
22,"idn",0.103121951245778
22,"irl",-0.000282254183881586
22,"ita",-0.00264233706488263
22,"jpn",-0.00556843514537428
22,"meme",-9.3499931179864e-05
22,"mex",0.00293194089739392
22,"mys",-0.0040604502303998
22,"nde",0.00645323751021962
22,"nld",9.77188063154021e-05
22,"noan",-8.76238025333323e-05
22,"noap",-0.000262127217236655
22,"nor",-0.00170622938609347
22,"oeu",-0.0032325979026895
22,"osea",0.0138474731831031
22,"pol",-0.005020771003707
22,"prt",0.000101554138960891
22,"rcam",0.00644450264502115
22,"rcz",-0.000734518963785326
22,"rfa",-0.00167050747986135
22,"ris",-0.00192776418643161
22,"rjan57",0.00341277062485118
22,"rom",-0.00515226744205112
22,"rsaf",0.105043437863602
22,"rsam",0.0363858245941679
22,"rsas",0.00505664493849733
22,"rsl",-0.00047164063706005
22,"rus",-0.00839941062911355
22,"slo",-0.000568276984665137
22,"sui",-0.000186987054290045
22,"swe",-0.000297128765648053
22,"tha",0.00275534944443973
22,"tur",-0.00433598517484378
22,"ukr",-0.0011021720670272
22,"usa",-0.0178328922190915
22,"vnm",-2.52163676834885e-05
22,"zaf",0.000301366345485596
23,"arg",0.00652011500751638
23,"aus",-0.00138553396442636
23,"aut",-0.000315410862856092
23,"bel",-0.000182273976787495
23,"bgr",-0.000698017207555767
23,"blt",-0.000474157276682364
23,"bra",0.0331584191345139
23,"can",0.00795283337018915
23,"chl",-0.00290814421889893
23,"chn",-0.0221062477782848
23,"cor",-0.00300935764475525
23,"cro",-0.000509332956413284
23,"dnk",3.84136112558611e-05
23,"egy",0.000193398200454817
23,"esp",-0.00227458055915743
23,"fin",-0.000618316329320418
23,"fra",-0.00428435696838692
23,"gbr",-0.000746690550821965
23,"golf57",0.0017147439402696
23,"grc",-3.55002213021319e-05
23,"hun",0.000261181122953713
23,"idn",0.0912629268525134
23,"irl",-0.000249794952735203
23,"ita",-0.00233846830242113
23,"jpn",-0.00492806510365624
23,"meme",-8.27474390941796e-05
23,"mex",0.00259476769419362
23,"mys",-0.00359349845390383
23,"nde",0.00571111519654436
23,"nld",8.64811435891309e-05
23,"noan",-7.75470652419991e-05
23,"noap",-0.00023198258725444
23,"nor",-0.00151001300669272
23,"oeu",-0.00286084914388021
23,"osea",0.0122550137670463
23,"pol",-0.0044433823382807
23,"prt",8.98754129803885e-05
23,"rcam",0.00570338484084372
23,"rcz",-0.000650049282950014
23,"rfa",-0.0014783991196773
23,"ris",-0.00170607130499198
23,"rjan57",0.00302030200299329
23,"rom",-0.00455975668621524
23,"rsaf",0.092963442509288
23,"rsam",0.0322014547658386
23,"rsas",0.00447513077057014
23,"rsl",-0.000417401963798145
23,"rus",-0.00743347840676549
23,"slo",-0.000502925131428646
23,"sui",-0.00016548354304669
23,"swe",-0.000262958957598527
23,"tha",0.00243848425832916
23,"tur",-0.00383734687973674
23,"ukr",-0.000975422279319068
23,"usa",-0.015782109613896
23,"vnm",-2.23164853998873e-05
23,"zaf",0.000266709215754752
24,"arg",0.005770301781652
24,"aus",-0.00122619755851733
24,"aut",-0.000279138613627641
24,"bel",-0.000161312469456933
24,"bgr",-0.000617745228686854
24,"blt",-0.000419629189863892
24,"bra",0.0293452009340448
24,"can",0.0070382575326174
24,"chl",-0.00257370763372555
24,"chn",-0.0195640292837821
24,"cor",-0.00266328151560839
24,"cro",-0.000450759666425757
24,"dnk",3.39960459614371e-05
24,"egy",0.000171157407402513
24,"esp",-0.00201300379485432
24,"fin",-0.00054720995144857
24,"fra",-0.00379165591702243
24,"gbr",-0.00066082113747744
24,"golf57",0.0015175483871386
24,"grc",-3.14176958523867e-05
24,"hun",0.000231145293814036
24,"idn",0.0807676902644744
24,"irl",-0.000221068533170655
24,"ita",-0.0020695444476427
24,"jpn",-0.00436133761673577
24,"meme",-7.3231483598349e-05
24,"mex",0.00229636940936135
24,"mys",-0.00318024613170489
24,"nde",0.00505433694894176
24,"nld",7.65358120763808e-05
24,"noan",-6.86291527391692e-05
24,"noap",-0.000205304589720179
24,"nor",-0.00133636151092306
24,"oeu",-0.00253185149233398
24,"osea",0.0108456871838359
24,"pol",-0.00393239336937842
24,"prt",7.95397404876438e-05
24,"rcam",0.00504749558414669
24,"rcz",-0.000575293615410762
24,"rfa",-0.00130838322091441
24,"ris",-0.0015098731049179
24,"rjan57",0.00267296727264906
24,"rom",-0.00403538466730049
24,"rsaf",0.0822726466207198
24,"rsam",0.0284982874677671
24,"rsas",0.00396049073195457
24,"rsl",-0.000369400737961358
24,"rus",-0.00657862838998746
24,"slo",-0.000445088741314352
24,"sui",-0.00014645293559632
24,"swe",-0.000232718677474697
24,"tha",0.00215805856862131
24,"tur",-0.00339605198856702
24,"ukr",-0.000863248717197375
24,"usa",-0.013967167008298
24,"vnm",-1.97500895789003e-05
24,"zaf",0.000236037655942956
25,"arg",0.00510671707676202
25,"aus",-0.00108518483928784
25,"aut",-0.000247037673060463
25,"bel",-0.000142761535469386
25,"bgr",-0.000546704527387866
25,"blt",-0.000371371833029545
25,"bra",0.0259705028266296
25,"can",0.0062288579163664
25,"chl",-0.00227773125584711
25,"chn",-0.0173141659161471
25,"cor",-0.00235700414131343
25,"cro",-0.000398922304786795
25,"dnk",3.00865006758718e-05
25,"egy",0.000151474305551224
25,"esp",-0.00178150835844608
25,"fin",-0.000484280807031984
25,"fra",-0.00335561548656485
25,"gbr",-0.000584826706667534
25,"golf57",0.00134303032261766
25,"grc",-2.78046608293623e-05
25,"hun",0.000204563585025422
25,"idn",0.0714794058840598
25,"irl",-0.00019564565185603
25,"ita",-0.00183154683616379
25,"jpn",-0.00385978379081116
25,"meme",-6.48098629845388e-05
25,"mex",0.0020322869272848
25,"mys",-0.00281451782655882
25,"nde",0.00447308819981346
25,"nld",6.7734193687597e-05
25,"noan",-6.07368001741647e-05
25,"noap",-0.000181694561902358
25,"nor",-0.0011826799371669
25,"oeu",-0.00224068857071558
25,"osea",0.0095984331576948
25,"pol",-0.0034801681318999
25,"prt",7.03926703315648e-05
25,"rcam",0.00446703359196982
25,"rcz",-0.000509134849638525
25,"rfa",-0.00115791915050925
25,"ris",-0.00133623769785234
25,"rjan57",0.00236557603629442
25,"rom",-0.00357131543056093
25,"rsaf",0.0728112922593371
25,"rsam",0.0252209844089739
25,"rsas",0.00350503429777979
25,"rsl",-0.000326919653095802
25,"rus",-0.00582208612513891
25,"slo",-0.000393903536063201
25,"sui",-0.000129610848002744
25,"swe",-0.000205956029565107
25,"tha",0.00190988183322986
25,"tur",-0.00300550600988181
25,"ukr",-0.000763975114719677
25,"usa",-0.0123609428023437
25,"vnm",-1.74788292773267e-05
25,"zaf",0.000208893325509516
26,"arg",0.00451944461293439
26,"aus",-0.000960388582769738
26,"aut",-0.000218628340658509
26,"bel",-0.000126343958890407
26,"bgr",-0.000483833506738261
26,"blt",-0.000328664072231147
26,"bra",0.0229838950015672
26,"can",0.00551253925598427
26,"chl",-0.0020157921614247
26,"chn",-0.0153230368357902
26,"cor",-0.00208594866506239
26,"cro",-0.000353046239736313
26,"dnk",2.66265530981466e-05
26,"egy",0.000134054760412833
26,"esp",-0.00157663489722478
26,"fin",-0.000428588514223306
26,"fra",-0.00296971970560989
26,"gbr",-0.000517571635400768
26,"golf57",0.00118858183551663
26,"grc",-2.46071248339856e-05
26,"hun",0.000181038772747498
26,"idn",0.063259274207393
26,"irl",-0.000173146401892586
26,"ita",-0.00162091895000495
26,"jpn",-0.00341590865486788
26,"meme",-5.73567287413169e-05
26,"mex",0.00179857393064705
26,"mys",-0.00249084827650456
26,"nde",0.00395868305683491
26,"nld",5.99447614135234e-05
26,"noan",-5.37520681541358e-05
26,"noap",-0.000160799687283587
26,"nor",-0.00104667174439271
26,"oeu",-0.00198300938508328
26,"osea",0.0084946133445599
26,"pol",-0.00307994879673141
26,"prt",6.22975132434348e-05
26,"rcam",0.00395332472889329
26,"rcz",-0.000450584341930094
26,"rfa",-0.00102475844820069
26,"ris",-0.00118257036259932
26,"rjan57",0.00209353479212056
26,"rom",-0.00316061415604642
26,"rsaf",0.0644379936495133
26,"rsam",0.0223205712019419
26,"rsas",0.00310195535353512
26,"rsl",-0.000289323892989785
26,"rus",-0.00515254622074793
26,"slo",-0.000348604629415933
26,"sui",-0.000114705600482428
26,"swe",-0.000182271086165119
26,"tha",0.00169024542240843
26,"tur",-0.0026598728187454
26,"ukr",-0.000676117976526914
26,"usa",-0.0109394343800742
26,"vnm",-1.54687639104342e-05
26,"zaf",0.000184870593075922
27,"arg",0.00399970848244693
27,"aus",-0.000849943895751218
27,"aut",-0.000193486081482781
27,"bel",-0.00011181440361801
27,"bgr",-0.000428192653463361
27,"blt",-0.000290867703924565
27,"bra",0.020340747076387
27,"can",0.00487859724154608
27,"chl",-0.00178397606286086
27,"chn",-0.0135608875996743
27,"cor",-0.00184606456858021
27,"cro",-0.000312445922166637
27,"dnk",2.35644994918597e-05
27,"egy",0.000118638462965358
27,"esp",-0.00139532188404393
27,"fin",-0.000379300835087626
27,"fra",-0.00262820193946475
27,"gbr",-0.000458050897329679
27,"golf57",0.00105189492443222
27,"grc",-2.17773054780773e-05
27,"hun",0.000160219313881536
27,"idn",0.0559844576735428
27,"irl",-0.000153234565674939
27,"ita",-0.00143451327075438
27,"jpn",-0.00302307915955807
27,"meme",-5.07607049360654e-05
27,"mex",0.00159173792862264
27,"mys",-0.00220440072470654
27,"nde",0.0035034345052989
27,"nld",5.30511138509682e-05
27,"noan",-4.75705803164102e-05
27,"noap",-0.000142307723245975
27,"nor",-0.000926304493787549
27,"oeu",-0.00175496330579871
27,"osea",0.00751773280993551
27,"pol",-0.0027257546851073
27,"prt",5.51332992204398e-05
27,"rcam",0.00349869238507056
27,"rcz",-0.000398767142608134
27,"rfa",-0.000906911226657609
27,"ris",-0.0010465747709004
27,"rjan57",0.0018527782910267
27,"rom",-0.00279714352810108
27,"rsaf",0.0570276243798193
27,"rsam",0.0197537055137186
27,"rsas",0.00274523048787858
27,"rsl",-0.000256051645295959
27,"rus",-0.00456000340536192
27,"slo",-0.000308515097033101
27,"sui",-0.000101514456426949
27,"swe",-0.000161309911256131
27,"tha",0.00149586719883146
27,"tur",-0.00235398744458968
27,"ukr",-0.000598364409226319
27,"usa",-0.00968139942636564
27,"vnm",-1.36898560607342e-05
27,"zaf",0.000163610474872191
28,"arg",0.00353974200696553
28,"aus",-0.000752200347739828
28,"aut",-0.000171235182112261
28,"bel",-9.89557472019387e-05
28,"bgr",-0.000378950498315074
28,"blt",-0.00025741791797324
28,"bra",0.0180015611626025
28,"can",0.00431755855876827
28,"chl",-0.00157881881563186
28,"chn",-0.0120013855257118
28,"cor",-0.00163376714319349
28,"cro",-0.000276514641117474
28,"dnk",2.08545820502958e-05
28,"egy",0.000104995039724341
28,"esp",-0.00123485986737888
28,"fin",-0.000335681239052549
28,"fra",-0.00232595871642631
28,"gbr",-0.000405375044136766
28,"golf57",0.000930927008122512
28,"grc",-1.92729153480984e-05
28,"hun",0.000141794092785159
28,"idn",0.0495462450410853
28,"irl",-0.000135612590622321
28,"ita",-0.00126954424461763
28,"jpn",-0.00267542505620889
28,"meme",-4.49232238684179e-05
28,"mex",0.00140868806683103
28,"mys",-0.00195089464136528
28,"nde",0.00310053953718952
28,"nld",4.69502357581068e-05
28,"noan",-4.2099963580023e-05
28,"noap",-0.000125942335072688
28,"nor",-0.000819779477001981
28,"oeu",-0.00155314252563186
28,"osea",0.00665319353679293
28,"pol",-0.00241229289631996
28,"prt",4.87929698100892e-05
28,"rcam",0.00309634276078745
28,"rcz",-0.000352908921208198
28,"rfa",-0.000802616435591984
28,"ris",-0.000926218672246853
28,"rjan57",0.00163970878755863
28,"rom",-0.00247547202236946
28,"rsaf",0.05046944757614
28,"rsam",0.017482029379641
28,"rsas",0.00242952898177254
28,"rsl",-0.000226605706086924
28,"rus",-0.0040356030137453
28,"slo",-0.000273035860874294
28,"sui",-8.98402939378497e-05
28,"swe",-0.000142759271461676
28,"tha",0.00132384247096584
28,"tur",-0.00208327888846187
28,"ukr",-0.000529552502165292
28,"usa",-0.00856803849233359
28,"vnm",-1.21155226137498e-05
28,"zaf",0.000144795270261889
29,"arg",0.0031326716761645
29,"aus",-0.000665697307749748
29,"aut",-0.000151543136169351
29,"bel",-8.75758362737157e-05
29,"bgr",-0.000335371191008841
29,"blt",-0.000227814857406318
29,"bra",0.0159313816289032
29,"can",0.00382103932450992
29,"chl",-0.00139725465183419
29,"chn",-0.0106212261902549
29,"cor",-0.00144588392172624
29,"cro",-0.000244715457388964
29,"dnk",1.84563051145118e-05
29,"egy",9.29206101560421e-05
29,"esp",-0.00109285098263031
29,"fin",-0.000297077896561506
29,"fra",-0.00205847346403728
29,"gbr",-0.000358756914061038
29,"golf57",0.000823870402188423
29,"grc",-1.70565300830671e-05
29,"hun",0.000125487772114866
29,"idn",0.0438484268613605
29,"irl",-0.000120017142700754
29,"ita",-0.0011235466564866
29,"jpn",-0.00236775117474487
29,"meme",-3.97570531235498e-05
29,"mex",0.00124668893914546
29,"mys",-0.00172654175760828
29,"nde",0.00274397749041273
29,"nld",4.15509586459245e-05
29,"noan",-3.72584677683204e-05
29,"noap",-0.000111458966539328
29,"nor",-0.000725504837146753
29,"oeu",-0.00137453113518419
29,"osea",0.00588807628006174
29,"pol",-0.00213487921324316
29,"prt",4.3181778281929e-05
29,"rcam",0.00274026334329689
29,"rcz",-0.000312324395269255
29,"rfa",-0.000710315545498906
29,"ris",-0.000819703524938465
29,"rjan57",0.00145114227698939
29,"rom",-0.00219079273979697
29,"rsaf",0.0446654611048839
29,"rsam",0.0154715960009822
29,"rsas",0.0021501331488687
29,"rsl",-0.000200546049886928
29,"rus",-0.00357150866716459
29,"slo",-0.00024163673687375
29,"sui",-7.9508660134997e-05
29,"swe",-0.000126341955243583
29,"tha",0.00117160058680477
29,"tur",-0.00184370181628875
29,"ukr",-0.000468653964416284
29,"usa",-0.00758271406571523
29,"vnm",-1.07222375131686e-05
29,"zaf",0.000128143814181771
30,"arg",0.00277241443340558
30,"aus",-0.000589142117358527
30,"aut",-0.000134115675509876
30,"bel",-7.75046151022384e-05
30,"bgr",-0.000296803504042824
30,"blt",-0.000201616148804591
30,"bra",0.0140992727415793
30,"can",0.00338161980219128
30,"chl",-0.00123657036687326
30,"chn",-0.00939978517837562
30,"cor",-0.00127960727072772
30,"cro",-0.000216573179789234
30,"dnk",1.6333830026343e-05
30,"egy",8.22347399880973e-05
30,"esp",-0.000967173119627821
30,"fin",-0.000262913938456933
30,"fra",-0.00182174901567299
30,"gbr",-0.000317499868944019
30,"golf57",0.000729125305936754
30,"grc",-1.50950291235143e-05
30,"hun",0.000111056678321656
30,"idn",0.0388058577723041
30,"irl",-0.000106215171290167
30,"ita",-0.000994338790990643
30,"jpn",-0.00209545978964921
30,"meme",-3.51849920143416e-05
30,"mex",0.00110331971114374
30,"mys",-0.00152798945548332
30,"nde",0.00242842007901526
30,"nld",3.67725984016432e-05
30,"noan",-3.29737439749635e-05
30,"noap",-9.86411853873057e-05
30,"nor",-0.000642071780874876
30,"oeu",-0.00121646005463801
30,"osea",0.00521094750785464
30,"pol",-0.0018893681037202
30,"prt",3.82158737795071e-05
30,"rcam",0.00242513305881775
30,"rcz",-0.000276407089813291
30,"rfa",-0.000628629257766532
30,"ris",-0.000725437619570542
30,"rjan57",0.00128426091513561
30,"rom",-0.00193885157472032
30,"rsaf",0.0395289330778223
30,"rsam",0.0136923624608693
30,"rsas",0.0019028678367488
30,"rsl",-0.000177483254149931
30,"rus",-0.00316078517044066
30,"slo",-0.000213848512133269
30,"sui",-7.03651642194723e-05
30,"swe",-0.000111812630390571
30,"tha",0.00103686651932222
30,"tur",-0.00163167610741555
30,"ukr",-0.000414758758508411
30,"usa",-0.00671070194815798
30,"vnm",-9.48918019915419e-06
30,"zaf",0.000113407275550868
31,"arg",0.00245358677356394
31,"aus",-0.000521390773862296
31,"aut",-0.00011869237282624
31,"bel",-6.8591584365481e-05
31,"bgr",-0.000262671101077899
31,"blt",-0.000178430291692063
31,"bra",0.0124778563762977
31,"can",0.00299273352493929
31,"chl",-0.00109436477468284
31,"chn",-0.00831880988286243
31,"cor",-0.00113245243459403
31,"cro",-0.000191667264113472
31,"dnk",1.44554395733135e-05
31,"egy",7.27777448894661e-05
31,"esp",-0.000855948210870622
31,"fin",-0.000232678835534385
31,"fra",-0.0016122478788706
31,"gbr",-0.000280987384015456
31,"golf57",0.000645275895754028
31,"grc",-1.33591007743102e-05
31,"hun",9.8285160314666e-05
31,"idn",0.0343431841284891
31,"irl",-9.40004265917981e-05
31,"ita",-0.00087998983002672
31,"jpn",-0.00185448191383955
31,"meme",-3.11387179326923e-05
31,"mex",0.000976437944362206
31,"mys",-0.00135227066810274
31,"nde",0.00214915176992851
31,"nld",3.25437495854543e-05
31,"noan",-2.91817634178427e-05
31,"noap",-8.72974490677656e-05
31,"nor",-0.000568233526074266
31,"oeu",-0.00107656714835464
31,"osea",0.00461168854445136
31,"pol",-0.00167209077179238
31,"prt",3.38210482948638e-05
31,"rcam",0.00214624275705371
31,"rcz",-0.000244620274484763
31,"rfa",-0.000556336893123381
31,"ris",-0.000642012293319929
31,"rjan57",0.00113657090989501
31,"rom",-0.00171588364362748
31,"rsaf",0.0349831057738727
31,"rsam",0.0121177407778693
31,"rsas",0.00168403803552269
31,"rsl",-0.000157072679922689
31,"rus",-0.00279729487583998
31,"slo",-0.000189255933237943
31,"sui",-6.2273170334233e-05
31,"swe",-9.89541778956552e-05
31,"tha",0.000917626869600164
31,"tur",-0.00144403335506276
31,"ukr",-0.000367061501279944
31,"usa",-0.00593897122411981
31,"vnm",-8.39792447625146e-06
31,"zaf",0.000100365438862518
32,"arg",0.00217142429460409
32,"aus",-0.000461430834868132
32,"aut",-0.000105042749951222
32,"bel",-6.07035521634507e-05
