"ssp","t","n","value"
"ssp4",49,"south",9104.76114012163
"ssp4",50,"north",827.741752824884
"ssp4",50,"south",9104.76114012163
"ssp4",51,"north",827.741752824884
"ssp4",51,"south",9104.76114012163
"ssp4",52,"north",827.741752824884
"ssp4",52,"south",9104.76114012163
"ssp4",53,"north",827.741752824884
"ssp4",53,"south",9104.76114012163
"ssp4",54,"north",827.741752824884
"ssp4",54,"south",9104.76114012163
"ssp4",55,"north",827.741752824884
"ssp4",55,"south",9104.76114012163
"ssp4",56,"north",827.741752824884
"ssp4",56,"south",9104.76114012163
"ssp4",57,"north",827.741752824884
"ssp4",57,"south",9104.76114012163
"ssp4",58,"north",827.741752824884
"ssp4",58,"south",9104.76114012163
"ssp5",1,"north",1413.172
"ssp5",1,"south",5800.662
"ssp5",2,"north",1450.768
"ssp5",2,"south",6076.095
"ssp5",3,"north",1493.076
"ssp5",3,"south",6308.045
"ssp5",4,"north",1536.649
"ssp5",4,"south",6493.271
"ssp5",5,"north",1580.3
"ssp5",5,"south",6645.532
"ssp5",6,"north",1624.799
"ssp5",6,"south",6757.726
"ssp5",7,"north",1670.082
"ssp5",7,"south",6825.444
"ssp5",8,"north",1716.258
"ssp5",8,"south",6846.838
"ssp5",9,"north",1762.896
"ssp5",9,"south",6827.211
"ssp5",10,"north",1809.751
"ssp5",10,"south",6769.453
"ssp5",11,"north",1852.837
"ssp5",11,"south",6680.805
"ssp5",12,"north",1891.532
"ssp5",12,"south",6562.879
"ssp5",13,"north",1926.096
"ssp5",13,"south",6417.621
"ssp5",14,"north",1956.072
"ssp5",14,"south",6247.122
"ssp5",15,"north",1980.162
"ssp5",15,"south",6053.167
"ssp5",16,"north",1998.946
"ssp5",16,"south",5839.312
"ssp5",17,"north",2012.662
"ssp5",17,"south",5609.024
"ssp5",18,"north",2020.843
"ssp5",18,"south",5364.535
"ssp5",19,"north",2030.03579285222
"ssp5",19,"south",5146.30556175481
"ssp5",20,"north",2039.99357642772
"ssp5",20,"south",4951.38482209143
"ssp5",21,"north",2050.49243697488
"ssp5",21,"south",4777.23276325386
"ssp5",22,"north",2061.32880000544
"ssp5",22,"south",4621.65867424663
"ssp5",23,"north",2072.31728987819
"ssp5",23,"south",4482.76990934348
"ssp5",24,"north",2083.2889755334
"ssp5",24,"south",4358.92921299045
"ssp5",25,"north",2094.08993669733
"ssp5",25,"south",4248.71911000349
"ssp5",26,"north",2104.58009611711
"ssp5",26,"south",4150.91214455128
"ssp5",27,"north",2114.63227254101
"ssp5",27,"south",4064.44597931506
"ssp5",28,"north",2124.13141665298
"ssp5",28,"south",3988.40254940819
"ssp5",29,"north",2132.9739983389
"ssp5",29,"south",3921.99061347757
"ssp5",30,"north",2141.06751877041
"ssp5",30,"south",3864.53116423228
"ssp5",31,"north",2148.3301250526
"ssp5",31,"south",3815.44525822744
"ssp5",32,"north",2154.69030876317
"ssp5",32,"south",3774.24390463335
"ssp5",33,"north",2160.08667274736
"ssp5",33,"south",3740.51971856237
"ssp5",34,"north",2164.46775313518
"ssp5",34,"south",3713.94009919273
"ssp5",35,"north",2167.79188580211
"ssp5",35,"south",3694.24173873188
"ssp5",36,"north",2170.0271084743
"ssp5",36,"south",3681.226307068
"ssp5",37,"north",2171.15109144227
"ssp5",37,"south",3674.75719028187
"ssp5",38,"north",2171.15109144227
"ssp5",38,"south",3674.75719028187
"ssp5",39,"north",2171.15109144227
"ssp5",39,"south",3674.75719028187
"ssp5",40,"north",2171.15109144227
"ssp5",40,"south",3674.75719028187
"ssp5",41,"north",2171.15109144227
"ssp5",41,"south",3674.75719028187
"ssp5",42,"north",2171.15109144227
"ssp5",42,"south",3674.75719028187
"ssp5",43,"north",2171.15109144227
"ssp5",43,"south",3674.75719028187
"ssp5",44,"north",2171.15109144227
"ssp5",44,"south",3674.75719028187
"ssp5",45,"north",2171.15109144227
"ssp5",45,"south",3674.75719028187
"ssp5",46,"north",2171.15109144227
"ssp5",46,"south",3674.75719028187
"ssp5",47,"north",2171.15109144227
"ssp5",47,"south",3674.75719028187
"ssp5",48,"north",2171.15109144227
"ssp5",48,"south",3674.75719028187
"ssp5",49,"north",2171.15109144227
"ssp5",49,"south",3674.75719028187
"ssp5",50,"north",2171.15109144227
"ssp5",50,"south",3674.75719028187
"ssp5",51,"north",2171.15109144227
"ssp5",51,"south",3674.75719028187
"ssp5",52,"north",2171.15109144227
"ssp5",52,"south",3674.75719028187
"ssp5",53,"north",2171.15109144227
"ssp5",53,"south",3674.75719028187
"ssp5",54,"north",2171.15109144227
"ssp5",54,"south",3674.75719028187
"ssp5",55,"north",2171.15109144227
"ssp5",55,"south",3674.75719028187
"ssp5",56,"north",2171.15109144227
"ssp5",56,"south",3674.75719028187
"ssp5",57,"north",2171.15109144227
"ssp5",57,"south",3674.75719028187
"ssp5",58,"north",2171.15109144227
"ssp5",58,"south",3674.75719028187
